Strains,Type,Genes
12,core,1073
12,core,1047
12,core,1075
12,core,1103
12,core,1070
12,core,1019
12,core,1019
12,core,1026
12,core,1040
14,core,1029
14,core,1106
14,core,1023
14,core,1040
14,core,1048
14,core,1031
14,core,1026
14,core,1034
14,core,1026
14,core,1003
14,core,1013
14,core,1003
14,core,1046
14,core,1060
14,core,1048
14,core,1025
14,core,1011
14,core,1001
14,core,996
14,core,993
14,core,1059
14,core,1028
14,core,999
14,core,1003
14,core,1035
14,core,1027
14,core,1054
14,core,1027
14,core,1023
14,core,1038
17,core,1016
17,core,1027
17,core,1006
17,core,982
17,core,1017
17,core,992
17,core,1012
17,core,978
17,core,999
17,core,1003
17,core,994
17,core,1002
17,core,986
17,core,971
17,core,978
17,core,1001
17,core,987
17,core,994
17,core,1005
17,core,1018
17,core,1021
17,core,1009
17,core,1010
17,core,1014
17,core,1043
17,core,1017
17,core,982
17,core,1011
17,core,997
17,core,999
20,core,978
20,core,1021
20,core,977
20,core,967
20,core,979
20,core,982
20,core,979
20,core,959
20,core,957
20,core,991
20,core,986
20,core,1000
20,core,996
20,core,956
20,core,972
20,core,956
20,core,1006
20,core,989
20,core,973
20,core,960
20,core,961
20,core,970
20,core,976
20,core,964
20,core,1000
20,core,969
20,core,958
20,core,992
20,core,983
20,core,995
23,core,1106
23,core,1096
23,core,1099
23,core,1098
23,core,1112
23,core,1151
23,core,1114
23,core,1096
23,core,1097
23,core,1102
23,core,1095
23,core,1101
23,core,1098
23,core,1108
23,core,1099
23,core,1112
23,core,1097
23,core,1094
23,core,1114
23,core,1093
23,core,1108
23,core,1097
23,core,1093
23,core,1111
23,core,1099
23,core,1111
23,core,1094
23,core,1109
23,core,1112
23,core,1094
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
26,core,1092
1,pan,1772
1,pan,1768
1,pan,1775
1,pan,1799
1,pan,2680
1,pan,2680
1,pan,1765
1,pan,1775
1,pan,1768
1,pan,1929
1,pan,1715
1,pan,1747
1,pan,1715
1,pan,1755
1,pan,1770
1,pan,1697
1,pan,1761
1,pan,1773
1,pan,1782
1,pan,2672
1,pan,1929
1,pan,1737
1,pan,1765
1,pan,1761
1,pan,1768
1,pan,1765
1,pan,1773
1,pan,1799
1,pan,1799
1,pan,1755
3,pan,2394
3,pan,3383
3,pan,2252
3,pan,2125
3,pan,3388
3,pan,2273
3,pan,3390
3,pan,3557
3,pan,2475
3,pan,3518
3,pan,2674
3,pan,2437
3,pan,2274
3,pan,3341
3,pan,2382
3,pan,3596
3,pan,3390
3,pan,2385
3,pan,3299
3,pan,2016
3,pan,2362
3,pan,2106
3,pan,2416
3,pan,2419
3,pan,2407
3,pan,3444
3,pan,1997
3,pan,3563
3,pan,3529
3,pan,2261
6,pan,4032
6,pan,3854
6,pan,3896
6,pan,3920
6,pan,2612
6,pan,3155
6,pan,2707
6,pan,3912
6,pan,3613
6,pan,3862
6,pan,2588
6,pan,3954
6,pan,4085
6,pan,3578
6,pan,2982
6,pan,3872
6,pan,3922
6,pan,3867
6,pan,2918
6,pan,2830
6,pan,4050
6,pan,2793
6,pan,3851
6,pan,2703
6,pan,2840
6,pan,4154
6,pan,4290
6,pan,2830
6,pan,3887
6,pan,2974
9,pan,3170
9,pan,4415
9,pan,3099
9,pan,4285
9,pan,4303
9,pan,3208
9,pan,4344
9,pan,4315
9,pan,4440
9,pan,4146
9,pan,3436
9,pan,4382
9,pan,4230
9,pan,4217
9,pan,4156
9,pan,4131
9,pan,4310
9,pan,4478
9,pan,4275
9,pan,4210
9,pan,4522
9,pan,4528
9,pan,4053
9,pan,3016
9,pan,4411
9,pan,4193
9,pan,4231
9,pan,3221
9,pan,4347
9,pan,4201
12,pan,4716
12,pan,4498
12,pan,4396
12,pan,4470
12,pan,4658
12,pan,4086
12,pan,4781
12,pan,4503
12,pan,3125
12,pan,4782
12,pan,4484
12,pan,4381
12,pan,4140
12,pan,4529
12,pan,4686
12,pan,4882
12,pan,4619
12,pan,4551
12,pan,4718
12,pan,4585
12,pan,4738
12,pan,4257
12,pan,4586
12,pan,4280
12,pan,3423
12,pan,4253
12,pan,4799
12,pan,4804
12,pan,4723
12,pan,4701
14,pan,4710
14,pan,3267
14,pan,4563
14,pan,4709
14,pan,4375
14,pan,4620
14,pan,4546
14,pan,4579
14,pan,4665
14,pan,4928
14,pan,4834
14,pan,4955
14,pan,4536
14,pan,4433
14,pan,4353
14,pan,4632
14,pan,4725
14,pan,4835
14,pan,5075
14,pan,4954
14,pan,3746
14,pan,4646
14,pan,4839
14,pan,5011
14,pan,4439
14,pan,4562
14,pan,4387
14,pan,4627
14,pan,4734
14,pan,4581
17,pan,4765
17,pan,4746
17,pan,4897
17,pan,5036
17,pan,4873
17,pan,5187
17,pan,4848
17,pan,5171
17,pan,5055
17,pan,5007
17,pan,4967
17,pan,4883
17,pan,5098
17,pan,5122
17,pan,4945
17,pan,4860
17,pan,5204
17,pan,4898
17,pan,4857
17,pan,4799
17,pan,4713
17,pan,4787
17,pan,4910
17,pan,4895
17,pan,4648
17,pan,4725
17,pan,4992
17,pan,4900
17,pan,4905
17,pan,4968
20,pan,5099
20,pan,4919
20,pan,5168
20,pan,5215
20,pan,5123
20,pan,5266
20,pan,5221
20,pan,5222
20,pan,5406
20,pan,4997
20,pan,5117
20,pan,4947
20,pan,4945
20,pan,5432
20,pan,5072
20,pan,5359
20,pan,4846
20,pan,5138
20,pan,5214
20,pan,5418
20,pan,5370
20,pan,5191
20,pan,5206
20,pan,5250
20,pan,5017
20,pan,5229
20,pan,5305
20,pan,5069
20,pan,5206
20,pan,4971
23,pan,5476
23,pan,5368
23,pan,5328
23,pan,5248
23,pan,5449
23,pan,5237
23,pan,5091
23,pan,5520
23,pan,5392
23,pan,5392
23,pan,5517
23,pan,5049
23,pan,5271
23,pan,5399
23,pan,5342
23,pan,5287
23,pan,5398
23,pan,5502
23,pan,5386
23,pan,5514
23,pan,5494
23,pan,5395
23,pan,5449
23,pan,5365
23,pan,5339
23,pan,5365
23,pan,5511
23,pan,5425
23,pan,5430
23,pan,5518
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
26,pan,5538
