Strains,Type,Genes
310,core,1474
310,core,1473
310,core,1472
310,core,1473
310,core,1470
310,core,1472
310,core,1472
310,core,1470
310,core,1474
310,core,1478
310,core,1474
310,core,1473
310,core,1474
310,core,1470
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
349,core,1474
1,pan,1692
1,pan,1852
1,pan,1690
1,pan,1738
1,pan,1775
1,pan,1735
1,pan,1769
1,pan,1745
1,pan,1697
1,pan,1695
1,pan,1778
1,pan,1778
1,pan,1813
1,pan,1872
1,pan,1729
1,pan,1766
1,pan,1748
1,pan,1801
1,pan,1722
1,pan,1814
1,pan,1806
1,pan,1747
1,pan,1806
1,pan,1799
1,pan,1771
1,pan,1752
1,pan,1740
1,pan,1664
1,pan,1775
1,pan,1792
39,pan,2549
39,pan,2547
39,pan,2536
39,pan,2511
39,pan,2514
39,pan,2562
39,pan,2461
39,pan,2515
39,pan,2473
39,pan,2487
39,pan,2507
39,pan,2518
39,pan,2527
39,pan,2465
39,pan,2485
39,pan,2542
39,pan,2498
39,pan,2545
39,pan,2511
39,pan,2511
39,pan,2548
39,pan,2507
39,pan,2516
39,pan,2496
39,pan,2586
39,pan,2534
39,pan,2520
39,pan,2478
39,pan,2544
39,pan,2487
78,pan,2602
78,pan,2618
78,pan,2623
78,pan,2624
78,pan,2619
78,pan,2606
78,pan,2599
78,pan,2584
78,pan,2590
78,pan,2614
78,pan,2626
78,pan,2601
78,pan,2627
78,pan,2569
78,pan,2616
78,pan,2572
78,pan,2624
78,pan,2593
78,pan,2615
78,pan,2623
78,pan,2585
78,pan,2607
78,pan,2623
78,pan,2627
78,pan,2590
78,pan,2611
78,pan,2568
78,pan,2573
78,pan,2624
78,pan,2617
117,pan,2640
117,pan,2651
117,pan,2636
117,pan,2643
117,pan,2651
117,pan,2643
117,pan,2651
117,pan,2620
117,pan,2619
117,pan,2636
117,pan,2642
117,pan,2635
117,pan,2645
117,pan,2642
117,pan,2638
117,pan,2635
117,pan,2658
117,pan,2637
117,pan,2637
117,pan,2646
117,pan,2642
117,pan,2651
117,pan,2638
117,pan,2644
117,pan,2641
117,pan,2651
117,pan,2641
117,pan,2645
117,pan,2637
117,pan,2645
155,pan,2638
155,pan,2649
155,pan,2650
155,pan,2661
155,pan,2655
155,pan,2663
155,pan,2664
155,pan,2659
155,pan,2654
155,pan,2660
155,pan,2661
155,pan,2668
155,pan,2658
155,pan,2660
155,pan,2665
155,pan,2659
155,pan,2660
155,pan,2655
155,pan,2654
155,pan,2664
155,pan,2663
155,pan,2664
155,pan,2672
155,pan,2656
155,pan,2661
155,pan,2656
155,pan,2661
155,pan,2659
155,pan,2666
155,pan,2648
194,pan,2674
194,pan,2672
194,pan,2656
194,pan,2673
194,pan,2678
194,pan,2673
194,pan,2671
194,pan,2679
194,pan,2669
194,pan,2665
194,pan,2673
194,pan,2668
194,pan,2665
194,pan,2670
194,pan,2658
194,pan,2675
194,pan,2682
194,pan,2671
194,pan,2675
194,pan,2670
194,pan,2676
194,pan,2664
194,pan,2666
194,pan,2670
194,pan,2667
194,pan,2674
194,pan,2680
194,pan,2669
194,pan,2676
194,pan,2672
233,pan,2682
233,pan,2679
233,pan,2680
233,pan,2682
233,pan,2678
233,pan,2678
233,pan,2687
233,pan,2687
233,pan,2680
233,pan,2690
233,pan,2680
233,pan,2684
233,pan,2678
233,pan,2686
233,pan,2683
233,pan,2679
233,pan,2676
233,pan,2673
233,pan,2681
233,pan,2683
233,pan,2684
233,pan,2682
233,pan,2678
233,pan,2675
233,pan,2674
233,pan,2677
233,pan,2684
233,pan,2679
233,pan,2675
233,pan,2679
271,pan,2683
271,pan,2682
271,pan,2691
271,pan,2687
271,pan,2690
271,pan,2689
271,pan,2685
271,pan,2688
271,pan,2688
271,pan,2681
271,pan,2688
271,pan,2688
271,pan,2686
271,pan,2689
271,pan,2680
271,pan,2689
271,pan,2684
271,pan,2688
271,pan,2688
271,pan,2681
271,pan,2686
271,pan,2684
271,pan,2683
271,pan,2688
271,pan,2689
271,pan,2683
271,pan,2691
271,pan,2680
271,pan,2682
271,pan,2692
310,pan,2690
310,pan,2691
310,pan,2688
310,pan,2691
310,pan,2689
310,pan,2695
310,pan,2694
310,pan,2692
310,pan,2694
310,pan,2690
310,pan,2689
310,pan,2690
310,pan,2688
310,pan,2691
310,pan,2695
310,pan,2694
310,pan,2686
310,pan,2692
310,pan,2688
310,pan,2689
310,pan,2693
310,pan,2692
310,pan,2695
310,pan,2692
310,pan,2690
310,pan,2694
310,pan,2694
310,pan,2693
310,pan,2689
310,pan,2695
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
349,pan,2696
