Genes,Strains,Type,Dataset,Method
1482,116,core,Maela,UCLUST
1475,116,core,Maela,UCLUST
1468,116,core,Maela,UCLUST
1459,116,core,Maela,UCLUST
1466,116,core,Maela,UCLUST
1457,116,core,Maela,UCLUST
1456,116,core,Maela,UCLUST
1459,116,core,Maela,UCLUST
1461,116,core,Maela,UCLUST
1452,116,core,Maela,UCLUST
1464,116,core,Maela,UCLUST
1473,116,core,Maela,UCLUST
1476,116,core,Maela,UCLUST
1471,116,core,Maela,UCLUST
1478,116,core,Maela,UCLUST
1463,116,core,Maela,UCLUST
1460,116,core,Maela,UCLUST
1469,154,core,Maela,UCLUST
1465,154,core,Maela,UCLUST
1464,154,core,Maela,UCLUST
1452,154,core,Maela,UCLUST
1481,154,core,Maela,UCLUST
1473,154,core,Maela,UCLUST
1459,154,core,Maela,UCLUST
1468,154,core,Maela,UCLUST
1469,154,core,Maela,UCLUST
1464,154,core,Maela,UCLUST
1476,154,core,Maela,UCLUST
1470,154,core,Maela,UCLUST
1468,154,core,Maela,UCLUST
1472,154,core,Maela,UCLUST
1455,154,core,Maela,UCLUST
1472,154,core,Maela,UCLUST
1472,154,core,Maela,UCLUST
1469,154,core,Maela,UCLUST
1457,154,core,Maela,UCLUST
1462,154,core,Maela,UCLUST
1468,154,core,Maela,UCLUST
1475,154,core,Maela,UCLUST
1468,154,core,Maela,UCLUST
1458,154,core,Maela,UCLUST
1468,154,core,Maela,UCLUST
1466,154,core,Maela,UCLUST
1448,154,core,Maela,UCLUST
1474,154,core,Maela,UCLUST
1475,154,core,Maela,UCLUST
1467,154,core,Maela,UCLUST
1467,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1467,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1467,193,core,Maela,UCLUST
1475,193,core,Maela,UCLUST
1465,193,core,Maela,UCLUST
1478,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1469,193,core,Maela,UCLUST
1477,193,core,Maela,UCLUST
1479,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1471,193,core,Maela,UCLUST
1464,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1475,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1478,193,core,Maela,UCLUST
1476,193,core,Maela,UCLUST
1472,193,core,Maela,UCLUST
1469,193,core,Maela,UCLUST
1469,193,core,Maela,UCLUST
1477,193,core,Maela,UCLUST
1474,193,core,Maela,UCLUST
1477,193,core,Maela,UCLUST
1466,193,core,Maela,UCLUST
1469,193,core,Maela,UCLUST
1464,193,core,Maela,UCLUST
1463,231,core,Maela,UCLUST
1470,231,core,Maela,UCLUST
1475,231,core,Maela,UCLUST
1467,231,core,Maela,UCLUST
1476,231,core,Maela,UCLUST
1475,231,core,Maela,UCLUST
1473,231,core,Maela,UCLUST
1467,231,core,Maela,UCLUST
1472,231,core,Maela,UCLUST
1472,231,core,Maela,UCLUST
1473,231,core,Maela,UCLUST
1475,231,core,Maela,UCLUST
1476,231,core,Maela,UCLUST
1475,231,core,Maela,UCLUST
1471,231,core,Maela,UCLUST
1472,231,core,Maela,UCLUST
1471,231,core,Maela,UCLUST
1470,231,core,Maela,UCLUST
1473,231,core,Maela,UCLUST
1469,231,core,Maela,UCLUST
1467,231,core,Maela,UCLUST
1474,231,core,Maela,UCLUST
1471,231,core,Maela,UCLUST
1472,231,core,Maela,UCLUST
1471,231,core,Maela,UCLUST
1469,231,core,Maela,UCLUST
1482,231,core,Maela,UCLUST
1471,231,core,Maela,UCLUST
1468,231,core,Maela,UCLUST
1471,231,core,Maela,UCLUST
1475,270,core,Maela,UCLUST
1469,270,core,Maela,UCLUST
1463,270,core,Maela,UCLUST
1473,270,core,Maela,UCLUST
1478,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1470,270,core,Maela,UCLUST
1466,270,core,Maela,UCLUST
1477,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1470,270,core,Maela,UCLUST
1479,270,core,Maela,UCLUST
1476,270,core,Maela,UCLUST
1474,270,core,Maela,UCLUST
1474,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1471,270,core,Maela,UCLUST
1467,270,core,Maela,UCLUST
1467,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1469,270,core,Maela,UCLUST
1475,270,core,Maela,UCLUST
1473,270,core,Maela,UCLUST
1475,270,core,Maela,UCLUST
1475,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1469,270,core,Maela,UCLUST
1479,270,core,Maela,UCLUST
1472,270,core,Maela,UCLUST
1474,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1475,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1472,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1475,308,core,Maela,UCLUST
1475,308,core,Maela,UCLUST
1470,308,core,Maela,UCLUST
1475,308,core,Maela,UCLUST
1477,308,core,Maela,UCLUST
1472,308,core,Maela,UCLUST
1474,308,core,Maela,UCLUST
1469,308,core,Maela,UCLUST
1471,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1469,308,core,Maela,UCLUST
1471,308,core,Maela,UCLUST
1472,308,core,Maela,UCLUST
1472,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1471,308,core,Maela,UCLUST
1480,308,core,Maela,UCLUST
1473,308,core,Maela,UCLUST
1478,308,core,Maela,UCLUST
1474,308,core,Maela,UCLUST
1474,308,core,Maela,UCLUST
1475,308,core,Maela,UCLUST
1475,308,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
1476,347,core,Maela,UCLUST
2079,1,pan,Maela,UCLUST
2080,1,pan,Maela,UCLUST
1976,1,pan,Maela,UCLUST
2080,1,pan,Maela,UCLUST
2099,1,pan,Maela,UCLUST
2119,1,pan,Maela,UCLUST
2079,1,pan,Maela,UCLUST
2044,1,pan,Maela,UCLUST
2145,1,pan,Maela,UCLUST
2156,1,pan,Maela,UCLUST
2024,1,pan,Maela,UCLUST
2010,1,pan,Maela,UCLUST
2059,1,pan,Maela,UCLUST
2013,1,pan,Maela,UCLUST
2072,1,pan,Maela,UCLUST
2038,1,pan,Maela,UCLUST
2019,1,pan,Maela,UCLUST
1957,1,pan,Maela,UCLUST
2234,1,pan,Maela,UCLUST
2095,1,pan,Maela,UCLUST
2091,1,pan,Maela,UCLUST
2042,1,pan,Maela,UCLUST
2047,1,pan,Maela,UCLUST
2200,1,pan,Maela,UCLUST
2155,1,pan,Maela,UCLUST
2197,1,pan,Maela,UCLUST
2062,1,pan,Maela,UCLUST
2262,1,pan,Maela,UCLUST
2107,1,pan,Maela,UCLUST
1987,1,pan,Maela,UCLUST
4881,39,pan,Maela,UCLUST
4747,39,pan,Maela,UCLUST
5246,39,pan,Maela,UCLUST
4531,39,pan,Maela,UCLUST
4547,39,pan,Maela,UCLUST
4794,39,pan,Maela,UCLUST
4678,39,pan,Maela,UCLUST
4933,39,pan,Maela,UCLUST
4439,39,pan,Maela,UCLUST
4383,39,pan,Maela,UCLUST
4384,39,pan,Maela,UCLUST
4401,39,pan,Maela,UCLUST
5393,39,pan,Maela,UCLUST
4388,39,pan,Maela,UCLUST
4616,39,pan,Maela,UCLUST
4937,39,pan,Maela,UCLUST
4830,39,pan,Maela,UCLUST
5107,39,pan,Maela,UCLUST
4780,39,pan,Maela,UCLUST
4422,39,pan,Maela,UCLUST
5291,39,pan,Maela,UCLUST
4937,39,pan,Maela,UCLUST
4992,39,pan,Maela,UCLUST
4834,39,pan,Maela,UCLUST
4647,39,pan,Maela,UCLUST
4854,39,pan,Maela,UCLUST
4927,39,pan,Maela,UCLUST
5097,39,pan,Maela,UCLUST
4724,39,pan,Maela,UCLUST
4677,39,pan,Maela,UCLUST
5562,77,pan,Maela,UCLUST
5182,77,pan,Maela,UCLUST
5216,77,pan,Maela,UCLUST
5190,77,pan,Maela,UCLUST
5845,77,pan,Maela,UCLUST
5875,77,pan,Maela,UCLUST
6103,77,pan,Maela,UCLUST
6124,77,pan,Maela,UCLUST
6085,77,pan,Maela,UCLUST
6056,77,pan,Maela,UCLUST
5719,77,pan,Maela,UCLUST
6346,77,pan,Maela,UCLUST
5239,77,pan,Maela,UCLUST
5897,77,pan,Maela,UCLUST
5686,77,pan,Maela,UCLUST
5360,77,pan,Maela,UCLUST
6277,77,pan,Maela,UCLUST
6046,77,pan,Maela,UCLUST
5298,77,pan,Maela,UCLUST
5334,77,pan,Maela,UCLUST
5766,77,pan,Maela,UCLUST
5526,77,pan,Maela,UCLUST
5567,77,pan,Maela,UCLUST
6022,77,pan,Maela,UCLUST
5378,77,pan,Maela,UCLUST
5632,77,pan,Maela,UCLUST
6119,77,pan,Maela,UCLUST
6155,77,pan,Maela,UCLUST
6066,77,pan,Maela,UCLUST
5323,77,pan,Maela,UCLUST
6294,116,pan,Maela,UCLUST
7278,116,pan,Maela,UCLUST
6815,116,pan,Maela,UCLUST
6532,116,pan,Maela,UCLUST
6184,116,pan,Maela,UCLUST
6341,116,pan,Maela,UCLUST
6289,116,pan,Maela,UCLUST
6199,116,pan,Maela,UCLUST
7252,116,pan,Maela,UCLUST
6372,116,pan,Maela,UCLUST
5731,116,pan,Maela,UCLUST
5884,116,pan,Maela,UCLUST
6265,116,pan,Maela,UCLUST
6492,116,pan,Maela,UCLUST
6180,116,pan,Maela,UCLUST
6278,116,pan,Maela,UCLUST
6706,116,pan,Maela,UCLUST
6210,116,pan,Maela,UCLUST
6851,116,pan,Maela,UCLUST
7125,116,pan,Maela,UCLUST
6661,116,pan,Maela,UCLUST
6706,116,pan,Maela,UCLUST
6464,116,pan,Maela,UCLUST
6577,116,pan,Maela,UCLUST
6229,116,pan,Maela,UCLUST
6347,116,pan,Maela,UCLUST
6388,116,pan,Maela,UCLUST
6014,116,pan,Maela,UCLUST
6077,116,pan,Maela,UCLUST
6506,116,pan,Maela,UCLUST
7547,154,pan,Maela,UCLUST
6816,154,pan,Maela,UCLUST
6988,154,pan,Maela,UCLUST
6597,154,pan,Maela,UCLUST
6776,154,pan,Maela,UCLUST
6757,154,pan,Maela,UCLUST
6928,154,pan,Maela,UCLUST
7276,154,pan,Maela,UCLUST
7551,154,pan,Maela,UCLUST
6961,154,pan,Maela,UCLUST
6306,154,pan,Maela,UCLUST
6677,154,pan,Maela,UCLUST
7079,154,pan,Maela,UCLUST
6758,154,pan,Maela,UCLUST
7602,154,pan,Maela,UCLUST
6855,154,pan,Maela,UCLUST
6826,154,pan,Maela,UCLUST
6729,154,pan,Maela,UCLUST
7365,154,pan,Maela,UCLUST
7279,154,pan,Maela,UCLUST
7034,154,pan,Maela,UCLUST
7059,154,pan,Maela,UCLUST
6806,154,pan,Maela,UCLUST
7076,154,pan,Maela,UCLUST
6715,154,pan,Maela,UCLUST
7052,154,pan,Maela,UCLUST
7357,154,pan,Maela,UCLUST
7172,154,pan,Maela,UCLUST
6438,154,pan,Maela,UCLUST
7146,154,pan,Maela,UCLUST
6761,193,pan,Maela,UCLUST
7192,193,pan,Maela,UCLUST
7413,193,pan,Maela,UCLUST
7366,193,pan,Maela,UCLUST
7548,193,pan,Maela,UCLUST
7412,193,pan,Maela,UCLUST
7589,193,pan,Maela,UCLUST
7109,193,pan,Maela,UCLUST
7275,193,pan,Maela,UCLUST
7572,193,pan,Maela,UCLUST
7450,193,pan,Maela,UCLUST
7562,193,pan,Maela,UCLUST
6820,193,pan,Maela,UCLUST
7560,193,pan,Maela,UCLUST
6670,193,pan,Maela,UCLUST
7199,193,pan,Maela,UCLUST
7457,193,pan,Maela,UCLUST
7357,193,pan,Maela,UCLUST
7012,193,pan,Maela,UCLUST
7071,193,pan,Maela,UCLUST
7573,193,pan,Maela,UCLUST
7663,193,pan,Maela,UCLUST
6924,193,pan,Maela,UCLUST
6991,193,pan,Maela,UCLUST
7480,193,pan,Maela,UCLUST
7200,193,pan,Maela,UCLUST
7277,193,pan,Maela,UCLUST
7863,193,pan,Maela,UCLUST
7647,193,pan,Maela,UCLUST
7218,193,pan,Maela,UCLUST
7823,231,pan,Maela,UCLUST
8301,231,pan,Maela,UCLUST
7993,231,pan,Maela,UCLUST
7586,231,pan,Maela,UCLUST
8007,231,pan,Maela,UCLUST
7816,231,pan,Maela,UCLUST
8100,231,pan,Maela,UCLUST
7460,231,pan,Maela,UCLUST
7237,231,pan,Maela,UCLUST
7843,231,pan,Maela,UCLUST
8022,231,pan,Maela,UCLUST
7882,231,pan,Maela,UCLUST
7730,231,pan,Maela,UCLUST
7793,231,pan,Maela,UCLUST
8232,231,pan,Maela,UCLUST
7930,231,pan,Maela,UCLUST
7390,231,pan,Maela,UCLUST
8170,231,pan,Maela,UCLUST
7879,231,pan,Maela,UCLUST
7934,231,pan,Maela,UCLUST
7930,231,pan,Maela,UCLUST
7691,231,pan,Maela,UCLUST
8083,231,pan,Maela,UCLUST
7632,231,pan,Maela,UCLUST
7402,231,pan,Maela,UCLUST
8007,231,pan,Maela,UCLUST
7394,231,pan,Maela,UCLUST
7878,231,pan,Maela,UCLUST
8151,231,pan,Maela,UCLUST
7803,231,pan,Maela,UCLUST
8320,270,pan,Maela,UCLUST
8043,270,pan,Maela,UCLUST
8114,270,pan,Maela,UCLUST
8360,270,pan,Maela,UCLUST
7679,270,pan,Maela,UCLUST
8277,270,pan,Maela,UCLUST
8207,270,pan,Maela,UCLUST
8434,270,pan,Maela,UCLUST
8101,270,pan,Maela,UCLUST
8428,270,pan,Maela,UCLUST
8240,270,pan,Maela,UCLUST
8253,270,pan,Maela,UCLUST
8155,270,pan,Maela,UCLUST
8266,270,pan,Maela,UCLUST
8489,270,pan,Maela,UCLUST
8446,270,pan,Maela,UCLUST
8436,270,pan,Maela,UCLUST
8520,270,pan,Maela,UCLUST
8377,270,pan,Maela,UCLUST
7873,270,pan,Maela,UCLUST
8392,270,pan,Maela,UCLUST
8366,270,pan,Maela,UCLUST
7954,270,pan,Maela,UCLUST
7796,270,pan,Maela,UCLUST
7898,270,pan,Maela,UCLUST
8247,270,pan,Maela,UCLUST
8480,270,pan,Maela,UCLUST
8380,270,pan,Maela,UCLUST
8091,270,pan,Maela,UCLUST
8387,270,pan,Maela,UCLUST
8601,308,pan,Maela,UCLUST
8610,308,pan,Maela,UCLUST
8668,308,pan,Maela,UCLUST
8606,308,pan,Maela,UCLUST
8671,308,pan,Maela,UCLUST
8601,308,pan,Maela,UCLUST
8674,308,pan,Maela,UCLUST
8292,308,pan,Maela,UCLUST
7922,308,pan,Maela,UCLUST
8584,308,pan,Maela,UCLUST
8652,308,pan,Maela,UCLUST
8658,308,pan,Maela,UCLUST
8300,308,pan,Maela,UCLUST
8716,308,pan,Maela,UCLUST
8388,308,pan,Maela,UCLUST
8669,308,pan,Maela,UCLUST
8647,308,pan,Maela,UCLUST
8662,308,pan,Maela,UCLUST
8718,308,pan,Maela,UCLUST
8518,308,pan,Maela,UCLUST
8535,308,pan,Maela,UCLUST
8607,308,pan,Maela,UCLUST
8566,308,pan,Maela,UCLUST
8416,308,pan,Maela,UCLUST
8703,308,pan,Maela,UCLUST
8284,308,pan,Maela,UCLUST
8661,308,pan,Maela,UCLUST
8600,308,pan,Maela,UCLUST
8669,308,pan,Maela,UCLUST
8572,308,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
8797,347,pan,Maela,UCLUST
