Strains,Type,Genes
69,pan,5316
69,pan,5315
69,pan,5248
69,pan,5141
69,pan,5008
69,pan,5371
69,pan,5209
69,pan,5369
69,pan,5343
69,pan,5333
69,pan,5217
69,pan,5121
69,pan,5313
69,pan,5280
69,pan,5450
69,pan,5268
69,pan,5454
69,pan,5455
69,pan,5032
69,pan,5385
69,pan,4978
69,pan,5378
69,pan,5411
69,pan,5201
69,pan,5107
69,pan,5405
69,pan,5203
69,pan,5059
69,pan,5387
69,pan,5289
137,pan,5922
137,pan,5946
137,pan,5860
137,pan,5996
137,pan,5795
137,pan,5972
137,pan,5873
137,pan,6118
137,pan,6063
137,pan,5927
137,pan,6097
137,pan,5889
137,pan,5825
137,pan,5966
137,pan,6098
137,pan,5798
137,pan,5888
137,pan,5675
137,pan,6087
137,pan,6189
137,pan,5974
137,pan,6105
137,pan,5913
137,pan,6104
137,pan,6127
137,pan,6161
137,pan,5962
137,pan,6117
137,pan,5973
137,pan,5987
205,pan,6432
205,pan,6372
205,pan,6359
205,pan,6288
205,pan,6485
205,pan,6384
205,pan,6310
205,pan,6402
205,pan,6398
205,pan,6349
205,pan,6321
205,pan,6402
205,pan,6394
205,pan,6383
205,pan,6560
205,pan,6301
205,pan,6471
205,pan,6352
205,pan,6384
205,pan,6500
205,pan,6349
205,pan,6508
205,pan,6358
205,pan,6409
205,pan,6524
205,pan,6448
205,pan,6369
205,pan,6428
205,pan,6413
205,pan,6430
273,pan,6680
273,pan,6824
273,pan,6614
273,pan,6596
273,pan,6693
273,pan,6778
273,pan,6799
273,pan,6560
273,pan,6825
273,pan,6722
273,pan,6776
273,pan,6794
273,pan,6584
273,pan,6699
273,pan,6743
273,pan,6707
273,pan,6732
273,pan,6776
273,pan,6724
273,pan,6649
273,pan,6787
273,pan,6730
273,pan,6630
273,pan,6643
273,pan,6710
273,pan,6701
273,pan,6687
273,pan,6717
273,pan,6698
273,pan,6799
342,pan,6963
342,pan,6987
342,pan,6956
342,pan,6901
342,pan,6971
342,pan,7041
342,pan,6983
342,pan,6944
342,pan,6985
342,pan,7057
342,pan,7024
342,pan,7045
342,pan,6912
342,pan,6821
342,pan,6980
342,pan,6927
342,pan,6933
342,pan,6979
342,pan,6970
342,pan,7054
342,pan,6963
342,pan,7019
342,pan,6965
342,pan,7036
342,pan,7002
342,pan,6960
342,pan,6965
342,pan,6990
342,pan,6951
342,pan,6842
410,pan,7212
410,pan,7137
410,pan,7220
410,pan,7121
410,pan,7186
410,pan,7135
410,pan,7138
410,pan,7149
410,pan,7163
410,pan,7216
410,pan,7214
410,pan,7119
410,pan,7099
410,pan,7261
410,pan,7164
410,pan,7092
410,pan,7212
410,pan,7196
410,pan,7174
410,pan,7137
410,pan,7077
410,pan,7093
410,pan,7140
410,pan,7166
410,pan,7155
410,pan,7208
410,pan,7151
410,pan,7095
410,pan,7112
410,pan,7133
478,pan,7344
478,pan,7392
478,pan,7282
478,pan,7400
478,pan,7356
478,pan,7299
478,pan,7310
478,pan,7290
478,pan,7270
478,pan,7405
478,pan,7356
478,pan,7355
478,pan,7349
478,pan,7371
478,pan,7300
478,pan,7277
478,pan,7329
478,pan,7360
478,pan,7397
478,pan,7191
478,pan,7361
478,pan,7269
478,pan,7354
478,pan,7350
478,pan,7313
478,pan,7346
478,pan,7350
478,pan,7291
478,pan,7334
478,pan,7393
546,pan,7454
546,pan,7495
546,pan,7529
546,pan,7480
546,pan,7518
546,pan,7542
546,pan,7509
546,pan,7547
546,pan,7564
546,pan,7525
546,pan,7530
546,pan,7523
546,pan,7495
546,pan,7529
546,pan,7511
546,pan,7531
546,pan,7478
546,pan,7490
546,pan,7522
546,pan,7487
546,pan,7513
546,pan,7474
546,pan,7497
546,pan,7542
546,pan,7578
546,pan,7415
546,pan,7500
546,pan,7557
546,pan,7505
546,pan,7511
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
615,pan,7661
