Strains,Type,Genes
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
349,core,1482
1,pan,1981
1,pan,2062
1,pan,1982
1,pan,2024
1,pan,2035
1,pan,1937
1,pan,1994
1,pan,2045
1,pan,1983
1,pan,2048
1,pan,2052
1,pan,2056
1,pan,2033
1,pan,1995
1,pan,1915
1,pan,2031
1,pan,1923
1,pan,2077
1,pan,2019
1,pan,2103
1,pan,2106
1,pan,2083
1,pan,1924
1,pan,1979
1,pan,2106
1,pan,1982
1,pan,2023
1,pan,1926
1,pan,2097
1,pan,1956
39,pan,3769
39,pan,4022
39,pan,4032
39,pan,4029
39,pan,3936
39,pan,4056
39,pan,3969
39,pan,3890
39,pan,4001
39,pan,3887
39,pan,4122
39,pan,4028
39,pan,4128
39,pan,3916
39,pan,4290
39,pan,3979
39,pan,4045
39,pan,4015
39,pan,3883
39,pan,4068
39,pan,4054
39,pan,4211
39,pan,4036
39,pan,3855
39,pan,3998
39,pan,3871
39,pan,4048
39,pan,4322
39,pan,4039
39,pan,4062
78,pan,4370
78,pan,4431
78,pan,4557
78,pan,4530
78,pan,4533
78,pan,4412
78,pan,4554
78,pan,4392
78,pan,4495
78,pan,4481
78,pan,4511
78,pan,4560
78,pan,4463
78,pan,4588
78,pan,4495
78,pan,4583
78,pan,4536
78,pan,4365
78,pan,4439
78,pan,4574
78,pan,4406
78,pan,4416
78,pan,4572
78,pan,4406
78,pan,4518
78,pan,4540
78,pan,4561
78,pan,4564
78,pan,4515
78,pan,4434
117,pan,4723
117,pan,4711
117,pan,4851
117,pan,4833
117,pan,4785
117,pan,4884
117,pan,4839
117,pan,4782
117,pan,4840
117,pan,4847
117,pan,4846
117,pan,4953
117,pan,4718
117,pan,4650
117,pan,4784
117,pan,4754
117,pan,4590
117,pan,4704
117,pan,4830
117,pan,4908
117,pan,4841
117,pan,4706
117,pan,5004
117,pan,4822
117,pan,4858
117,pan,4688
117,pan,4682
117,pan,4781
117,pan,4883
117,pan,4658
155,pan,5033
155,pan,4935
155,pan,4995
155,pan,4963
155,pan,5098
155,pan,5041
155,pan,5192
155,pan,5004
155,pan,4921
155,pan,5064
155,pan,5176
155,pan,4981
155,pan,5016
155,pan,5024
155,pan,5037
155,pan,4938
155,pan,4983
155,pan,5122
155,pan,4920
155,pan,5082
155,pan,5030
155,pan,5052
155,pan,5159
155,pan,5053
155,pan,4986
155,pan,5069
155,pan,4992
155,pan,5028
155,pan,4969
155,pan,4855
194,pan,5298
194,pan,5171
194,pan,5323
194,pan,5225
194,pan,5214
194,pan,5300
194,pan,5318
194,pan,5333
194,pan,5319
194,pan,5250
194,pan,5324
194,pan,5195
194,pan,5234
194,pan,5213
194,pan,5321
194,pan,5347
194,pan,5116
194,pan,5250
194,pan,5303
194,pan,5324
194,pan,5206
194,pan,5238
194,pan,5375
194,pan,5365
194,pan,5134
194,pan,5187
194,pan,5186
194,pan,5213
194,pan,5307
194,pan,5331
233,pan,5393
233,pan,5507
233,pan,5418
233,pan,5370
233,pan,5419
233,pan,5527
233,pan,5441
233,pan,5535
233,pan,5430
233,pan,5403
233,pan,5340
233,pan,5523
233,pan,5423
233,pan,5390
233,pan,5499
233,pan,5491
233,pan,5490
233,pan,5521
233,pan,5396
233,pan,5440
233,pan,5350
233,pan,5352
233,pan,5394
233,pan,5295
233,pan,5329
233,pan,5334
233,pan,5402
233,pan,5387
233,pan,5414
233,pan,5516
271,pan,5524
271,pan,5565
271,pan,5639
271,pan,5585
271,pan,5630
271,pan,5468
271,pan,5513
271,pan,5604
271,pan,5591
271,pan,5578
271,pan,5561
271,pan,5601
271,pan,5505
271,pan,5583
271,pan,5560
271,pan,5611
271,pan,5530
271,pan,5413
271,pan,5609
271,pan,5554
271,pan,5577
271,pan,5460
271,pan,5553
271,pan,5559
271,pan,5555
271,pan,5578
271,pan,5592
271,pan,5607
271,pan,5479
271,pan,5655
310,pan,5719
310,pan,5710
310,pan,5733
310,pan,5695
310,pan,5716
310,pan,5708
310,pan,5702
310,pan,5618
310,pan,5763
310,pan,5726
310,pan,5661
310,pan,5721
310,pan,5741
310,pan,5713
310,pan,5680
310,pan,5689
310,pan,5745
310,pan,5716
310,pan,5667
310,pan,5757
310,pan,5662
310,pan,5766
310,pan,5737
310,pan,5674
310,pan,5532
310,pan,5759
310,pan,5727
310,pan,5719
310,pan,5738
310,pan,5695
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
349,pan,5838
