Strains,Type,Genes
8,pan,4641
8,pan,2470
8,pan,2534
8,pan,2407
8,pan,2540
8,pan,2476
8,pan,2397
8,pan,4685
8,pan,4516
8,pan,2406
8,pan,2487
8,pan,4532
8,pan,2468
8,pan,2478
8,pan,2435
8,pan,4609
10,pan,2581
10,pan,4728
10,pan,4679
10,pan,2627
10,pan,2550
10,pan,4664
10,pan,4634
10,pan,2448
10,pan,2504
10,pan,2593
10,pan,2467
10,pan,2540
10,pan,2416
10,pan,2481
10,pan,4696
10,pan,2464
10,pan,4649
10,pan,2507
10,pan,2533
10,pan,2575
10,pan,2420
10,pan,2494
10,pan,4709
10,pan,2518
10,pan,2510
10,pan,4722
10,pan,2445
10,pan,4642
10,pan,2455
10,pan,2511
13,pan,4863
13,pan,4756
13,pan,4829
13,pan,2651
13,pan,4844
13,pan,4815
13,pan,2615
13,pan,2554
13,pan,4699
13,pan,4847
13,pan,4833
13,pan,2570
13,pan,4844
13,pan,4749
13,pan,2567
13,pan,4794
13,pan,2589
13,pan,4704
13,pan,2554
13,pan,4836
13,pan,4807
13,pan,2705
13,pan,4702
13,pan,4774
13,pan,4777
13,pan,2654
13,pan,4837
13,pan,2578
13,pan,4755
13,pan,4788
15,pan,4896
15,pan,4824
15,pan,2671
15,pan,2662
15,pan,2650
15,pan,4884
15,pan,4858
15,pan,4820
15,pan,4851
15,pan,2542
15,pan,4903
15,pan,4812
15,pan,4815
15,pan,4826
15,pan,4778
15,pan,4815
15,pan,2604
15,pan,4840
15,pan,2673
15,pan,4876
15,pan,4836
15,pan,4799
15,pan,4883
15,pan,4800
15,pan,2702
15,pan,2680
15,pan,2658
15,pan,4801
15,pan,4811
15,pan,4877
18,pan,4864
18,pan,4823
18,pan,4831
18,pan,4940
18,pan,4906
18,pan,4909
18,pan,4902
18,pan,4920
18,pan,4901
18,pan,2751
18,pan,4896
18,pan,4892
18,pan,4914
18,pan,4960
18,pan,4865
18,pan,2663
18,pan,4897
18,pan,4844
18,pan,4910
18,pan,4859
18,pan,4919
18,pan,4875
18,pan,4864
18,pan,4877
18,pan,4874
18,pan,4846
18,pan,4901
18,pan,2724
18,pan,2747
18,pan,4790
20,pan,4962
20,pan,4943
20,pan,2764
20,pan,4899
20,pan,2776
20,pan,4957
20,pan,4931
20,pan,2749
20,pan,4945
20,pan,4941
20,pan,4929
20,pan,4929
20,pan,4935
20,pan,4955
20,pan,2732
20,pan,4954
20,pan,4920
20,pan,4912
20,pan,4961
20,pan,4937
20,pan,2742
20,pan,2755
20,pan,4940
20,pan,4903
20,pan,4921
20,pan,4976
20,pan,4948
20,pan,4962
20,pan,4945
20,pan,4873
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
23,pan,4983
