Genes,Strains,Type,Dataset,Method
2090,1,pan,RefSeq,CD-HIT
2002,1,pan,RefSeq,CD-HIT
2139,1,pan,RefSeq,CD-HIT
2132,1,pan,RefSeq,CD-HIT
1989,1,pan,RefSeq,CD-HIT
1991,1,pan,RefSeq,CD-HIT
1989,1,pan,RefSeq,CD-HIT
2035,1,pan,RefSeq,CD-HIT
2139,1,pan,RefSeq,CD-HIT
1785,1,pan,RefSeq,CD-HIT
1943,1,pan,RefSeq,CD-HIT
2492,3,pan,RefSeq,CD-HIT
2613,3,pan,RefSeq,CD-HIT
2437,3,pan,RefSeq,CD-HIT
2456,3,pan,RefSeq,CD-HIT
2450,3,pan,RefSeq,CD-HIT
2570,3,pan,RefSeq,CD-HIT
2435,3,pan,RefSeq,CD-HIT
2541,3,pan,RefSeq,CD-HIT
2451,3,pan,RefSeq,CD-HIT
2361,3,pan,RefSeq,CD-HIT
2595,3,pan,RefSeq,CD-HIT
2260,3,pan,RefSeq,CD-HIT
2549,3,pan,RefSeq,CD-HIT
2338,3,pan,RefSeq,CD-HIT
2478,3,pan,RefSeq,CD-HIT
2350,3,pan,RefSeq,CD-HIT
2570,3,pan,RefSeq,CD-HIT
2520,3,pan,RefSeq,CD-HIT
2416,3,pan,RefSeq,CD-HIT
2534,3,pan,RefSeq,CD-HIT
2435,3,pan,RefSeq,CD-HIT
2525,3,pan,RefSeq,CD-HIT
2557,3,pan,RefSeq,CD-HIT
2481,3,pan,RefSeq,CD-HIT
2463,3,pan,RefSeq,CD-HIT
2445,3,pan,RefSeq,CD-HIT
2571,3,pan,RefSeq,CD-HIT
2532,3,pan,RefSeq,CD-HIT
2410,3,pan,RefSeq,CD-HIT
2340,3,pan,RefSeq,CD-HIT
2537,5,pan,RefSeq,CD-HIT
2869,5,pan,RefSeq,CD-HIT
2850,5,pan,RefSeq,CD-HIT
2804,5,pan,RefSeq,CD-HIT
2945,5,pan,RefSeq,CD-HIT
2784,5,pan,RefSeq,CD-HIT
2705,5,pan,RefSeq,CD-HIT
2884,5,pan,RefSeq,CD-HIT
2896,5,pan,RefSeq,CD-HIT
2719,5,pan,RefSeq,CD-HIT
2702,5,pan,RefSeq,CD-HIT
2707,5,pan,RefSeq,CD-HIT
2737,5,pan,RefSeq,CD-HIT
2886,5,pan,RefSeq,CD-HIT
2570,5,pan,RefSeq,CD-HIT
2695,5,pan,RefSeq,CD-HIT
2786,5,pan,RefSeq,CD-HIT
2742,5,pan,RefSeq,CD-HIT
2709,5,pan,RefSeq,CD-HIT
2822,5,pan,RefSeq,CD-HIT
2537,5,pan,RefSeq,CD-HIT
2683,5,pan,RefSeq,CD-HIT
2812,5,pan,RefSeq,CD-HIT
2890,5,pan,RefSeq,CD-HIT
2842,5,pan,RefSeq,CD-HIT
2757,5,pan,RefSeq,CD-HIT
2877,5,pan,RefSeq,CD-HIT
2845,5,pan,RefSeq,CD-HIT
2695,5,pan,RefSeq,CD-HIT
2900,5,pan,RefSeq,CD-HIT
3122,8,pan,RefSeq,CD-HIT
3200,8,pan,RefSeq,CD-HIT
3024,8,pan,RefSeq,CD-HIT
3227,8,pan,RefSeq,CD-HIT
2882,8,pan,RefSeq,CD-HIT
3071,8,pan,RefSeq,CD-HIT
3060,8,pan,RefSeq,CD-HIT
2990,8,pan,RefSeq,CD-HIT
2974,8,pan,RefSeq,CD-HIT
3048,8,pan,RefSeq,CD-HIT
2904,8,pan,RefSeq,CD-HIT
2881,8,pan,RefSeq,CD-HIT
2891,8,pan,RefSeq,CD-HIT
3356,8,pan,RefSeq,CD-HIT
3152,8,pan,RefSeq,CD-HIT
2987,8,pan,RefSeq,CD-HIT
3097,8,pan,RefSeq,CD-HIT
3014,8,pan,RefSeq,CD-HIT
3008,8,pan,RefSeq,CD-HIT
3030,8,pan,RefSeq,CD-HIT
3050,8,pan,RefSeq,CD-HIT
3006,8,pan,RefSeq,CD-HIT
3038,8,pan,RefSeq,CD-HIT
2976,8,pan,RefSeq,CD-HIT
3113,8,pan,RefSeq,CD-HIT
2854,8,pan,RefSeq,CD-HIT
2889,8,pan,RefSeq,CD-HIT
3219,8,pan,RefSeq,CD-HIT
3225,8,pan,RefSeq,CD-HIT
3084,8,pan,RefSeq,CD-HIT
3522,10,pan,RefSeq,CD-HIT
3327,10,pan,RefSeq,CD-HIT
3328,10,pan,RefSeq,CD-HIT
3099,10,pan,RefSeq,CD-HIT
3224,10,pan,RefSeq,CD-HIT
3309,10,pan,RefSeq,CD-HIT
3207,10,pan,RefSeq,CD-HIT
3301,10,pan,RefSeq,CD-HIT
3072,10,pan,RefSeq,CD-HIT
3197,10,pan,RefSeq,CD-HIT
3150,10,pan,RefSeq,CD-HIT
3320,10,pan,RefSeq,CD-HIT
3241,10,pan,RefSeq,CD-HIT
3042,10,pan,RefSeq,CD-HIT
3254,10,pan,RefSeq,CD-HIT
3562,10,pan,RefSeq,CD-HIT
3229,10,pan,RefSeq,CD-HIT
3327,10,pan,RefSeq,CD-HIT
3281,10,pan,RefSeq,CD-HIT
3158,10,pan,RefSeq,CD-HIT
3113,10,pan,RefSeq,CD-HIT
3071,10,pan,RefSeq,CD-HIT
3032,10,pan,RefSeq,CD-HIT
3360,10,pan,RefSeq,CD-HIT
3331,10,pan,RefSeq,CD-HIT
3023,10,pan,RefSeq,CD-HIT
3231,10,pan,RefSeq,CD-HIT
3034,10,pan,RefSeq,CD-HIT
3193,10,pan,RefSeq,CD-HIT
3342,10,pan,RefSeq,CD-HIT
3396,12,pan,RefSeq,CD-HIT
3368,12,pan,RefSeq,CD-HIT
3059,12,pan,RefSeq,CD-HIT
3598,12,pan,RefSeq,CD-HIT
3276,12,pan,RefSeq,CD-HIT
3408,12,pan,RefSeq,CD-HIT
3538,12,pan,RefSeq,CD-HIT
3426,12,pan,RefSeq,CD-HIT
3408,12,pan,RefSeq,CD-HIT
3345,12,pan,RefSeq,CD-HIT
3364,12,pan,RefSeq,CD-HIT
3295,12,pan,RefSeq,CD-HIT
3266,12,pan,RefSeq,CD-HIT
3367,12,pan,RefSeq,CD-HIT
3499,12,pan,RefSeq,CD-HIT
3388,12,pan,RefSeq,CD-HIT
3342,12,pan,RefSeq,CD-HIT
3271,12,pan,RefSeq,CD-HIT
3225,12,pan,RefSeq,CD-HIT
3413,12,pan,RefSeq,CD-HIT
3285,12,pan,RefSeq,CD-HIT
3494,12,pan,RefSeq,CD-HIT
3489,12,pan,RefSeq,CD-HIT
3263,12,pan,RefSeq,CD-HIT
3431,12,pan,RefSeq,CD-HIT
3471,12,pan,RefSeq,CD-HIT
3330,12,pan,RefSeq,CD-HIT
3228,12,pan,RefSeq,CD-HIT
3479,12,pan,RefSeq,CD-HIT
3329,12,pan,RefSeq,CD-HIT
3585,15,pan,RefSeq,CD-HIT
3503,15,pan,RefSeq,CD-HIT
3449,15,pan,RefSeq,CD-HIT
3421,15,pan,RefSeq,CD-HIT
3617,15,pan,RefSeq,CD-HIT
3534,15,pan,RefSeq,CD-HIT
3596,15,pan,RefSeq,CD-HIT
3724,15,pan,RefSeq,CD-HIT
3580,15,pan,RefSeq,CD-HIT
3594,15,pan,RefSeq,CD-HIT
3520,15,pan,RefSeq,CD-HIT
3514,15,pan,RefSeq,CD-HIT
3599,15,pan,RefSeq,CD-HIT
3662,15,pan,RefSeq,CD-HIT
3496,15,pan,RefSeq,CD-HIT
3568,15,pan,RefSeq,CD-HIT
3211,15,pan,RefSeq,CD-HIT
3445,15,pan,RefSeq,CD-HIT
3527,15,pan,RefSeq,CD-HIT
3607,15,pan,RefSeq,CD-HIT
3731,15,pan,RefSeq,CD-HIT
3458,15,pan,RefSeq,CD-HIT
3533,15,pan,RefSeq,CD-HIT
3537,15,pan,RefSeq,CD-HIT
3597,15,pan,RefSeq,CD-HIT
3533,15,pan,RefSeq,CD-HIT
3630,15,pan,RefSeq,CD-HIT
3672,15,pan,RefSeq,CD-HIT
3519,15,pan,RefSeq,CD-HIT
3628,15,pan,RefSeq,CD-HIT
3775,17,pan,RefSeq,CD-HIT
3747,17,pan,RefSeq,CD-HIT
3452,17,pan,RefSeq,CD-HIT
3621,17,pan,RefSeq,CD-HIT
3603,17,pan,RefSeq,CD-HIT
3702,17,pan,RefSeq,CD-HIT
3680,17,pan,RefSeq,CD-HIT
3779,17,pan,RefSeq,CD-HIT
3686,17,pan,RefSeq,CD-HIT
3685,17,pan,RefSeq,CD-HIT
3591,17,pan,RefSeq,CD-HIT
3508,17,pan,RefSeq,CD-HIT
3712,17,pan,RefSeq,CD-HIT
3736,17,pan,RefSeq,CD-HIT
3417,17,pan,RefSeq,CD-HIT
3484,17,pan,RefSeq,CD-HIT
3757,17,pan,RefSeq,CD-HIT
3661,17,pan,RefSeq,CD-HIT
3729,17,pan,RefSeq,CD-HIT
3553,17,pan,RefSeq,CD-HIT
3666,17,pan,RefSeq,CD-HIT
3496,17,pan,RefSeq,CD-HIT
3620,17,pan,RefSeq,CD-HIT
3656,17,pan,RefSeq,CD-HIT
3585,17,pan,RefSeq,CD-HIT
3775,17,pan,RefSeq,CD-HIT
3507,17,pan,RefSeq,CD-HIT
3508,17,pan,RefSeq,CD-HIT
3593,17,pan,RefSeq,CD-HIT
3760,17,pan,RefSeq,CD-HIT
3806,19,pan,RefSeq,CD-HIT
3662,19,pan,RefSeq,CD-HIT
3711,19,pan,RefSeq,CD-HIT
3821,19,pan,RefSeq,CD-HIT
3728,19,pan,RefSeq,CD-HIT
3793,19,pan,RefSeq,CD-HIT
3707,19,pan,RefSeq,CD-HIT
3777,19,pan,RefSeq,CD-HIT
3788,19,pan,RefSeq,CD-HIT
3781,19,pan,RefSeq,CD-HIT
3819,19,pan,RefSeq,CD-HIT
3777,19,pan,RefSeq,CD-HIT
3700,19,pan,RefSeq,CD-HIT
3671,19,pan,RefSeq,CD-HIT
3758,19,pan,RefSeq,CD-HIT
3806,19,pan,RefSeq,CD-HIT
3757,19,pan,RefSeq,CD-HIT
3818,19,pan,RefSeq,CD-HIT
3699,19,pan,RefSeq,CD-HIT
3768,19,pan,RefSeq,CD-HIT
3789,19,pan,RefSeq,CD-HIT
3552,19,pan,RefSeq,CD-HIT
3724,19,pan,RefSeq,CD-HIT
3770,19,pan,RefSeq,CD-HIT
3782,19,pan,RefSeq,CD-HIT
3685,19,pan,RefSeq,CD-HIT
3826,19,pan,RefSeq,CD-HIT
3817,19,pan,RefSeq,CD-HIT
3665,19,pan,RefSeq,CD-HIT
3659,19,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
3865,22,pan,RefSeq,CD-HIT
