Strains,Type,Genes
1,pan,1816
1,pan,1868
1,pan,1863
1,pan,1837
1,pan,1752
1,pan,1837
1,pan,1822
1,pan,1854
1,pan,1856
1,pan,1832
1,pan,1853
1,pan,1879
1,pan,1856
1,pan,1885
1,pan,1804
1,pan,1853
1,pan,1833
1,pan,1876
1,pan,1786
1,pan,1941
1,pan,1820
1,pan,1850
1,pan,1777
1,pan,1821
1,pan,1855
1,pan,1870
1,pan,1781
39,pan,2635
39,pan,2701
39,pan,2777
39,pan,2727
39,pan,2697
39,pan,2745
39,pan,2692
39,pan,2730
39,pan,2759
39,pan,2619
39,pan,2757
39,pan,2830
39,pan,2633
39,pan,2820
39,pan,2724
39,pan,2741
39,pan,2582
39,pan,2671
39,pan,2680
39,pan,2730
39,pan,2754
39,pan,2754
39,pan,2724
39,pan,2735
39,pan,2676
39,pan,2707
39,pan,2683
39,pan,2717
39,pan,2686
39,pan,2694
78,pan,2925
78,pan,2956
78,pan,2796
78,pan,2760
78,pan,2967
78,pan,2876
78,pan,2819
78,pan,2863
78,pan,2779
78,pan,2788
78,pan,2926
78,pan,2920
78,pan,2903
78,pan,2948
78,pan,2895
78,pan,2853
78,pan,2948
78,pan,2957
78,pan,2837
78,pan,2884
78,pan,2851
78,pan,2866
78,pan,2926
78,pan,2932
78,pan,2802
78,pan,2857
78,pan,2885
78,pan,2860
78,pan,2924
78,pan,2984
117,pan,2983
117,pan,2927
117,pan,2991
117,pan,2973
117,pan,2965
117,pan,2929
117,pan,2982
117,pan,3014
117,pan,3032
117,pan,3046
117,pan,3070
117,pan,2963
117,pan,3054
117,pan,2948
117,pan,2968
117,pan,3068
117,pan,2994
117,pan,3020
117,pan,2970
117,pan,2959
117,pan,2905
117,pan,2970
117,pan,2969
117,pan,2981
117,pan,2875
117,pan,2948
117,pan,2987
117,pan,2987
117,pan,2943
117,pan,2916
155,pan,3120
155,pan,3078
155,pan,3095
155,pan,3092
155,pan,3074
155,pan,2996
155,pan,3074
155,pan,3002
155,pan,3131
155,pan,3013
155,pan,3012
155,pan,3019
155,pan,3050
155,pan,3067
155,pan,3033
155,pan,3014
155,pan,3030
155,pan,3033
155,pan,3145
155,pan,3011
155,pan,3016
155,pan,3072
155,pan,2991
155,pan,3072
155,pan,3067
155,pan,3037
155,pan,2993
155,pan,3122
155,pan,3015
155,pan,3034
194,pan,3101
194,pan,3135
194,pan,3091
194,pan,3149
194,pan,3114
194,pan,3127
194,pan,3073
194,pan,3121
194,pan,3154
194,pan,3089
194,pan,3078
194,pan,3099
194,pan,3056
194,pan,3049
194,pan,3135
194,pan,3121
194,pan,3136
194,pan,3116
194,pan,3057
194,pan,3128
194,pan,3098
194,pan,3096
194,pan,3071
194,pan,3134
194,pan,3092
194,pan,3084
194,pan,3100
194,pan,3066
194,pan,3020
194,pan,3105
233,pan,3124
233,pan,3144
233,pan,3116
233,pan,3173
233,pan,3099
233,pan,3176
233,pan,3142
233,pan,3159
233,pan,3150
233,pan,3182
233,pan,3126
233,pan,3163
233,pan,3114
233,pan,3122
233,pan,3141
233,pan,3122
233,pan,3122
233,pan,3143
233,pan,3153
233,pan,3136
233,pan,3146
233,pan,3145
233,pan,3116
233,pan,3060
233,pan,3108
233,pan,3163
233,pan,3210
233,pan,3185
233,pan,3113
233,pan,3119
271,pan,3131
271,pan,3158
271,pan,3201
271,pan,3145
271,pan,3196
271,pan,3172
271,pan,3183
271,pan,3180
271,pan,3205
271,pan,3122
271,pan,3194
271,pan,3158
271,pan,3191
271,pan,3189
271,pan,3214
271,pan,3159
271,pan,3156
271,pan,3190
271,pan,3187
271,pan,3160
271,pan,3128
271,pan,3149
271,pan,3173
271,pan,3156
271,pan,3176
271,pan,3173
271,pan,3160
271,pan,3154
271,pan,3180
271,pan,3181
310,pan,3227
310,pan,3189
310,pan,3210
310,pan,3228
310,pan,3181
310,pan,3221
310,pan,3220
310,pan,3222
310,pan,3217
310,pan,3212
310,pan,3178
310,pan,3163
310,pan,3228
310,pan,3205
310,pan,3231
310,pan,3208
310,pan,3163
310,pan,3217
310,pan,3187
310,pan,3221
310,pan,3232
310,pan,3177
310,pan,3218
310,pan,3225
310,pan,3227
310,pan,3193
310,pan,3223
310,pan,3183
310,pan,3186
310,pan,3213
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
349,pan,3237
