Genes,Strains,Type,Dataset,Method
2958,8,pan,RefSeq,UCLUST
2996,8,pan,RefSeq,UCLUST
3182,8,pan,RefSeq,UCLUST
3068,8,pan,RefSeq,UCLUST
3189,8,pan,RefSeq,UCLUST
3220,8,pan,RefSeq,UCLUST
2826,8,pan,RefSeq,UCLUST
3158,8,pan,RefSeq,UCLUST
3121,8,pan,RefSeq,UCLUST
2914,8,pan,RefSeq,UCLUST
3173,8,pan,RefSeq,UCLUST
3081,8,pan,RefSeq,UCLUST
2909,8,pan,RefSeq,UCLUST
3126,10,pan,RefSeq,UCLUST
3169,10,pan,RefSeq,UCLUST
3108,10,pan,RefSeq,UCLUST
3115,10,pan,RefSeq,UCLUST
3437,10,pan,RefSeq,UCLUST
3190,10,pan,RefSeq,UCLUST
3171,10,pan,RefSeq,UCLUST
3092,10,pan,RefSeq,UCLUST
3312,10,pan,RefSeq,UCLUST
3278,10,pan,RefSeq,UCLUST
3041,10,pan,RefSeq,UCLUST
3059,10,pan,RefSeq,UCLUST
3223,10,pan,RefSeq,UCLUST
3243,10,pan,RefSeq,UCLUST
3249,10,pan,RefSeq,UCLUST
3250,10,pan,RefSeq,UCLUST
3068,10,pan,RefSeq,UCLUST
3355,10,pan,RefSeq,UCLUST
3063,10,pan,RefSeq,UCLUST
3073,10,pan,RefSeq,UCLUST
3084,10,pan,RefSeq,UCLUST
3422,10,pan,RefSeq,UCLUST
3188,10,pan,RefSeq,UCLUST
3327,10,pan,RefSeq,UCLUST
3394,10,pan,RefSeq,UCLUST
3254,10,pan,RefSeq,UCLUST
3192,10,pan,RefSeq,UCLUST
3257,10,pan,RefSeq,UCLUST
3287,10,pan,RefSeq,UCLUST
2981,10,pan,RefSeq,UCLUST
3209,12,pan,RefSeq,UCLUST
3440,12,pan,RefSeq,UCLUST
3489,12,pan,RefSeq,UCLUST
3302,12,pan,RefSeq,UCLUST
3340,12,pan,RefSeq,UCLUST
3573,12,pan,RefSeq,UCLUST
3274,12,pan,RefSeq,UCLUST
3339,12,pan,RefSeq,UCLUST
3382,12,pan,RefSeq,UCLUST
3496,12,pan,RefSeq,UCLUST
3429,12,pan,RefSeq,UCLUST
3324,12,pan,RefSeq,UCLUST
3288,12,pan,RefSeq,UCLUST
3374,12,pan,RefSeq,UCLUST
3014,12,pan,RefSeq,UCLUST
3462,12,pan,RefSeq,UCLUST
3102,12,pan,RefSeq,UCLUST
3234,12,pan,RefSeq,UCLUST
3331,12,pan,RefSeq,UCLUST
3394,12,pan,RefSeq,UCLUST
3401,12,pan,RefSeq,UCLUST
3189,12,pan,RefSeq,UCLUST
3316,12,pan,RefSeq,UCLUST
3376,12,pan,RefSeq,UCLUST
3629,12,pan,RefSeq,UCLUST
3299,12,pan,RefSeq,UCLUST
3242,12,pan,RefSeq,UCLUST
3139,12,pan,RefSeq,UCLUST
3415,12,pan,RefSeq,UCLUST
3400,12,pan,RefSeq,UCLUST
3408,15,pan,RefSeq,UCLUST
3522,15,pan,RefSeq,UCLUST
3684,15,pan,RefSeq,UCLUST
3580,15,pan,RefSeq,UCLUST
3421,15,pan,RefSeq,UCLUST
3553,15,pan,RefSeq,UCLUST
3641,15,pan,RefSeq,UCLUST
3556,15,pan,RefSeq,UCLUST
3604,15,pan,RefSeq,UCLUST
3476,15,pan,RefSeq,UCLUST
3384,15,pan,RefSeq,UCLUST
3494,15,pan,RefSeq,UCLUST
3600,15,pan,RefSeq,UCLUST
3610,15,pan,RefSeq,UCLUST
3564,15,pan,RefSeq,UCLUST
3545,15,pan,RefSeq,UCLUST
3542,15,pan,RefSeq,UCLUST
3403,15,pan,RefSeq,UCLUST
3422,15,pan,RefSeq,UCLUST
3556,15,pan,RefSeq,UCLUST
3531,15,pan,RefSeq,UCLUST
3442,15,pan,RefSeq,UCLUST
3506,15,pan,RefSeq,UCLUST
3484,15,pan,RefSeq,UCLUST
3639,15,pan,RefSeq,UCLUST
3447,15,pan,RefSeq,UCLUST
3639,15,pan,RefSeq,UCLUST
3403,15,pan,RefSeq,UCLUST
3670,15,pan,RefSeq,UCLUST
3503,15,pan,RefSeq,UCLUST
3643,17,pan,RefSeq,UCLUST
3653,17,pan,RefSeq,UCLUST
3594,17,pan,RefSeq,UCLUST
3432,17,pan,RefSeq,UCLUST
3616,17,pan,RefSeq,UCLUST
3631,17,pan,RefSeq,UCLUST
3625,17,pan,RefSeq,UCLUST
3490,17,pan,RefSeq,UCLUST
3722,17,pan,RefSeq,UCLUST
3573,17,pan,RefSeq,UCLUST
3750,17,pan,RefSeq,UCLUST
3659,17,pan,RefSeq,UCLUST
3722,17,pan,RefSeq,UCLUST
3563,17,pan,RefSeq,UCLUST
3599,17,pan,RefSeq,UCLUST
3607,17,pan,RefSeq,UCLUST
3505,17,pan,RefSeq,UCLUST
3570,17,pan,RefSeq,UCLUST
3613,17,pan,RefSeq,UCLUST
3569,17,pan,RefSeq,UCLUST
3553,17,pan,RefSeq,UCLUST
3610,17,pan,RefSeq,UCLUST
3687,17,pan,RefSeq,UCLUST
3706,17,pan,RefSeq,UCLUST
3633,17,pan,RefSeq,UCLUST
3671,17,pan,RefSeq,UCLUST
3480,17,pan,RefSeq,UCLUST
3695,17,pan,RefSeq,UCLUST
3624,17,pan,RefSeq,UCLUST
3567,17,pan,RefSeq,UCLUST
3773,19,pan,RefSeq,UCLUST
3621,19,pan,RefSeq,UCLUST
3671,19,pan,RefSeq,UCLUST
3790,19,pan,RefSeq,UCLUST
3694,19,pan,RefSeq,UCLUST
3797,19,pan,RefSeq,UCLUST
3718,19,pan,RefSeq,UCLUST
3633,19,pan,RefSeq,UCLUST
3751,19,pan,RefSeq,UCLUST
3639,19,pan,RefSeq,UCLUST
3580,19,pan,RefSeq,UCLUST
3632,19,pan,RefSeq,UCLUST
3797,19,pan,RefSeq,UCLUST
3701,19,pan,RefSeq,UCLUST
3762,19,pan,RefSeq,UCLUST
3749,19,pan,RefSeq,UCLUST
3759,19,pan,RefSeq,UCLUST
3794,19,pan,RefSeq,UCLUST
3795,19,pan,RefSeq,UCLUST
3787,19,pan,RefSeq,UCLUST
3784,19,pan,RefSeq,UCLUST
3769,19,pan,RefSeq,UCLUST
3804,19,pan,RefSeq,UCLUST
3654,19,pan,RefSeq,UCLUST
3697,19,pan,RefSeq,UCLUST
3786,19,pan,RefSeq,UCLUST
3722,19,pan,RefSeq,UCLUST
3763,19,pan,RefSeq,UCLUST
3722,19,pan,RefSeq,UCLUST
3628,19,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
3828,22,pan,RefSeq,UCLUST
