Genes,Strains,Type,Dataset,Method
1570,154,core,Maela,BF-MCL
1560,154,core,Maela,BF-MCL
1565,154,core,Maela,BF-MCL
1564,154,core,Maela,BF-MCL
1566,154,core,Maela,BF-MCL
1564,154,core,Maela,BF-MCL
1558,154,core,Maela,BF-MCL
1568,154,core,Maela,BF-MCL
1570,154,core,Maela,BF-MCL
1569,154,core,Maela,BF-MCL
1571,154,core,Maela,BF-MCL
1568,154,core,Maela,BF-MCL
1563,154,core,Maela,BF-MCL
1557,154,core,Maela,BF-MCL
1565,154,core,Maela,BF-MCL
1561,154,core,Maela,BF-MCL
1549,154,core,Maela,BF-MCL
1556,154,core,Maela,BF-MCL
1571,154,core,Maela,BF-MCL
1576,154,core,Maela,BF-MCL
1564,154,core,Maela,BF-MCL
1570,193,core,Maela,BF-MCL
1569,193,core,Maela,BF-MCL
1576,193,core,Maela,BF-MCL
1565,193,core,Maela,BF-MCL
1574,193,core,Maela,BF-MCL
1553,193,core,Maela,BF-MCL
1566,193,core,Maela,BF-MCL
1559,193,core,Maela,BF-MCL
1559,193,core,Maela,BF-MCL
1572,193,core,Maela,BF-MCL
1553,193,core,Maela,BF-MCL
1569,193,core,Maela,BF-MCL
1568,193,core,Maela,BF-MCL
1563,193,core,Maela,BF-MCL
1569,193,core,Maela,BF-MCL
1572,193,core,Maela,BF-MCL
1563,193,core,Maela,BF-MCL
1567,193,core,Maela,BF-MCL
1564,193,core,Maela,BF-MCL
1563,193,core,Maela,BF-MCL
1565,193,core,Maela,BF-MCL
1569,193,core,Maela,BF-MCL
1571,193,core,Maela,BF-MCL
1561,193,core,Maela,BF-MCL
1570,193,core,Maela,BF-MCL
1563,193,core,Maela,BF-MCL
1568,193,core,Maela,BF-MCL
1566,193,core,Maela,BF-MCL
1573,193,core,Maela,BF-MCL
1571,193,core,Maela,BF-MCL
1567,231,core,Maela,BF-MCL
1566,231,core,Maela,BF-MCL
1571,231,core,Maela,BF-MCL
1562,231,core,Maela,BF-MCL
1568,231,core,Maela,BF-MCL
1566,231,core,Maela,BF-MCL
1567,231,core,Maela,BF-MCL
1566,231,core,Maela,BF-MCL
1568,231,core,Maela,BF-MCL
1566,231,core,Maela,BF-MCL
1572,231,core,Maela,BF-MCL
1568,231,core,Maela,BF-MCL
1562,231,core,Maela,BF-MCL
1575,231,core,Maela,BF-MCL
1567,231,core,Maela,BF-MCL
1569,231,core,Maela,BF-MCL
1564,231,core,Maela,BF-MCL
1568,231,core,Maela,BF-MCL
1563,231,core,Maela,BF-MCL
1576,231,core,Maela,BF-MCL
1566,231,core,Maela,BF-MCL
1571,231,core,Maela,BF-MCL
1572,231,core,Maela,BF-MCL
1563,231,core,Maela,BF-MCL
1566,231,core,Maela,BF-MCL
1560,231,core,Maela,BF-MCL
1564,231,core,Maela,BF-MCL
1572,231,core,Maela,BF-MCL
1573,231,core,Maela,BF-MCL
1565,231,core,Maela,BF-MCL
1567,270,core,Maela,BF-MCL
1573,270,core,Maela,BF-MCL
1570,270,core,Maela,BF-MCL
1569,270,core,Maela,BF-MCL
1576,270,core,Maela,BF-MCL
1567,270,core,Maela,BF-MCL
1568,270,core,Maela,BF-MCL
1570,270,core,Maela,BF-MCL
1575,270,core,Maela,BF-MCL
1565,270,core,Maela,BF-MCL
1570,270,core,Maela,BF-MCL
1574,270,core,Maela,BF-MCL
1565,270,core,Maela,BF-MCL
1564,270,core,Maela,BF-MCL
1566,270,core,Maela,BF-MCL
1570,270,core,Maela,BF-MCL
1572,270,core,Maela,BF-MCL
1561,270,core,Maela,BF-MCL
1571,270,core,Maela,BF-MCL
1567,270,core,Maela,BF-MCL
1565,270,core,Maela,BF-MCL
1575,270,core,Maela,BF-MCL
1564,270,core,Maela,BF-MCL
1572,270,core,Maela,BF-MCL
1569,270,core,Maela,BF-MCL
1566,270,core,Maela,BF-MCL
1572,270,core,Maela,BF-MCL
1570,270,core,Maela,BF-MCL
1562,270,core,Maela,BF-MCL
1571,270,core,Maela,BF-MCL
1572,308,core,Maela,BF-MCL
1572,308,core,Maela,BF-MCL
1567,308,core,Maela,BF-MCL
1567,308,core,Maela,BF-MCL
1570,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1572,308,core,Maela,BF-MCL
1565,308,core,Maela,BF-MCL
1570,308,core,Maela,BF-MCL
1573,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1568,308,core,Maela,BF-MCL
1567,308,core,Maela,BF-MCL
1567,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1570,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1573,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1564,308,core,Maela,BF-MCL
1567,308,core,Maela,BF-MCL
1572,308,core,Maela,BF-MCL
1570,308,core,Maela,BF-MCL
1569,308,core,Maela,BF-MCL
1572,308,core,Maela,BF-MCL
1568,308,core,Maela,BF-MCL
1567,308,core,Maela,BF-MCL
1569,308,core,Maela,BF-MCL
1571,308,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1572,347,core,Maela,BF-MCL
1820,1,pan,Maela,BF-MCL
2011,1,pan,Maela,BF-MCL
2018,1,pan,Maela,BF-MCL
1885,1,pan,Maela,BF-MCL
1871,1,pan,Maela,BF-MCL
1925,1,pan,Maela,BF-MCL
2041,1,pan,Maela,BF-MCL
1947,1,pan,Maela,BF-MCL
1874,1,pan,Maela,BF-MCL
2003,1,pan,Maela,BF-MCL
1874,1,pan,Maela,BF-MCL
1864,1,pan,Maela,BF-MCL
1969,1,pan,Maela,BF-MCL
1877,1,pan,Maela,BF-MCL
2047,1,pan,Maela,BF-MCL
2270,1,pan,Maela,BF-MCL
2043,1,pan,Maela,BF-MCL
2049,1,pan,Maela,BF-MCL
1950,1,pan,Maela,BF-MCL
1786,1,pan,Maela,BF-MCL
2037,1,pan,Maela,BF-MCL
1852,1,pan,Maela,BF-MCL
2080,1,pan,Maela,BF-MCL
1851,1,pan,Maela,BF-MCL
2012,1,pan,Maela,BF-MCL
2065,1,pan,Maela,BF-MCL
2014,1,pan,Maela,BF-MCL
1976,1,pan,Maela,BF-MCL
1844,1,pan,Maela,BF-MCL
1955,1,pan,Maela,BF-MCL
3317,39,pan,Maela,BF-MCL
3303,39,pan,Maela,BF-MCL
3761,39,pan,Maela,BF-MCL
3553,39,pan,Maela,BF-MCL
3220,39,pan,Maela,BF-MCL
3351,39,pan,Maela,BF-MCL
3377,39,pan,Maela,BF-MCL
3490,39,pan,Maela,BF-MCL
3173,39,pan,Maela,BF-MCL
3315,39,pan,Maela,BF-MCL
3034,39,pan,Maela,BF-MCL
3271,39,pan,Maela,BF-MCL
3212,39,pan,Maela,BF-MCL
3410,39,pan,Maela,BF-MCL
3183,39,pan,Maela,BF-MCL
3775,39,pan,Maela,BF-MCL
3173,39,pan,Maela,BF-MCL
3466,39,pan,Maela,BF-MCL
3264,39,pan,Maela,BF-MCL
3568,39,pan,Maela,BF-MCL
3631,39,pan,Maela,BF-MCL
3287,39,pan,Maela,BF-MCL
3645,39,pan,Maela,BF-MCL
3184,39,pan,Maela,BF-MCL
3190,39,pan,Maela,BF-MCL
3564,39,pan,Maela,BF-MCL
3757,39,pan,Maela,BF-MCL
3270,39,pan,Maela,BF-MCL
3155,39,pan,Maela,BF-MCL
3413,39,pan,Maela,BF-MCL
4112,77,pan,Maela,BF-MCL
3625,77,pan,Maela,BF-MCL
4477,77,pan,Maela,BF-MCL
4315,77,pan,Maela,BF-MCL
3720,77,pan,Maela,BF-MCL
3827,77,pan,Maela,BF-MCL
3825,77,pan,Maela,BF-MCL
3908,77,pan,Maela,BF-MCL
3513,77,pan,Maela,BF-MCL
3615,77,pan,Maela,BF-MCL
3507,77,pan,Maela,BF-MCL
3676,77,pan,Maela,BF-MCL
3875,77,pan,Maela,BF-MCL
3860,77,pan,Maela,BF-MCL
3778,77,pan,Maela,BF-MCL
3961,77,pan,Maela,BF-MCL
4141,77,pan,Maela,BF-MCL
3553,77,pan,Maela,BF-MCL
4001,77,pan,Maela,BF-MCL
4040,77,pan,Maela,BF-MCL
3695,77,pan,Maela,BF-MCL
3781,77,pan,Maela,BF-MCL
4000,77,pan,Maela,BF-MCL
3932,77,pan,Maela,BF-MCL
3614,77,pan,Maela,BF-MCL
3892,77,pan,Maela,BF-MCL
3815,77,pan,Maela,BF-MCL
3417,77,pan,Maela,BF-MCL
3509,77,pan,Maela,BF-MCL
3572,77,pan,Maela,BF-MCL
3821,116,pan,Maela,BF-MCL
3686,116,pan,Maela,BF-MCL
3820,116,pan,Maela,BF-MCL
3931,116,pan,Maela,BF-MCL
4216,116,pan,Maela,BF-MCL
4134,116,pan,Maela,BF-MCL
4321,116,pan,Maela,BF-MCL
3908,116,pan,Maela,BF-MCL
4153,116,pan,Maela,BF-MCL
4235,116,pan,Maela,BF-MCL
3613,116,pan,Maela,BF-MCL
3962,116,pan,Maela,BF-MCL
4303,116,pan,Maela,BF-MCL
4056,116,pan,Maela,BF-MCL
4062,116,pan,Maela,BF-MCL
4300,116,pan,Maela,BF-MCL
4125,116,pan,Maela,BF-MCL
4202,116,pan,Maela,BF-MCL
3758,116,pan,Maela,BF-MCL
3975,116,pan,Maela,BF-MCL
3943,116,pan,Maela,BF-MCL
4279,116,pan,Maela,BF-MCL
3819,116,pan,Maela,BF-MCL
4243,116,pan,Maela,BF-MCL
4108,116,pan,Maela,BF-MCL
4202,116,pan,Maela,BF-MCL
4056,116,pan,Maela,BF-MCL
4169,116,pan,Maela,BF-MCL
4358,116,pan,Maela,BF-MCL
4388,116,pan,Maela,BF-MCL
4242,154,pan,Maela,BF-MCL
4169,154,pan,Maela,BF-MCL
4738,154,pan,Maela,BF-MCL
4305,154,pan,Maela,BF-MCL
4048,154,pan,Maela,BF-MCL
4815,154,pan,Maela,BF-MCL
4081,154,pan,Maela,BF-MCL
4234,154,pan,Maela,BF-MCL
4355,154,pan,Maela,BF-MCL
4616,154,pan,Maela,BF-MCL
4111,154,pan,Maela,BF-MCL
4581,154,pan,Maela,BF-MCL
4451,154,pan,Maela,BF-MCL
4223,154,pan,Maela,BF-MCL
4241,154,pan,Maela,BF-MCL
4323,154,pan,Maela,BF-MCL
4177,154,pan,Maela,BF-MCL
4743,154,pan,Maela,BF-MCL
4129,154,pan,Maela,BF-MCL
4415,154,pan,Maela,BF-MCL
3855,154,pan,Maela,BF-MCL
4178,154,pan,Maela,BF-MCL
4451,154,pan,Maela,BF-MCL
4526,154,pan,Maela,BF-MCL
4615,154,pan,Maela,BF-MCL
4439,154,pan,Maela,BF-MCL
4451,154,pan,Maela,BF-MCL
4324,154,pan,Maela,BF-MCL
4403,154,pan,Maela,BF-MCL
4144,154,pan,Maela,BF-MCL
4407,193,pan,Maela,BF-MCL
4279,193,pan,Maela,BF-MCL
4551,193,pan,Maela,BF-MCL
4170,193,pan,Maela,BF-MCL
4380,193,pan,Maela,BF-MCL
4671,193,pan,Maela,BF-MCL
4782,193,pan,Maela,BF-MCL
4790,193,pan,Maela,BF-MCL
4592,193,pan,Maela,BF-MCL
4797,193,pan,Maela,BF-MCL
4676,193,pan,Maela,BF-MCL
4331,193,pan,Maela,BF-MCL
4591,193,pan,Maela,BF-MCL
4691,193,pan,Maela,BF-MCL
4364,193,pan,Maela,BF-MCL
4854,193,pan,Maela,BF-MCL
4389,193,pan,Maela,BF-MCL
4402,193,pan,Maela,BF-MCL
4821,193,pan,Maela,BF-MCL
4675,193,pan,Maela,BF-MCL
4491,193,pan,Maela,BF-MCL
4814,193,pan,Maela,BF-MCL
4760,193,pan,Maela,BF-MCL
4376,193,pan,Maela,BF-MCL
4695,193,pan,Maela,BF-MCL
4718,193,pan,Maela,BF-MCL
4457,193,pan,Maela,BF-MCL
4524,193,pan,Maela,BF-MCL
4376,193,pan,Maela,BF-MCL
4355,193,pan,Maela,BF-MCL
4394,231,pan,Maela,BF-MCL
4881,231,pan,Maela,BF-MCL
4732,231,pan,Maela,BF-MCL
4900,231,pan,Maela,BF-MCL
4477,231,pan,Maela,BF-MCL
4820,231,pan,Maela,BF-MCL
4939,231,pan,Maela,BF-MCL
4593,231,pan,Maela,BF-MCL
4842,231,pan,Maela,BF-MCL
4892,231,pan,Maela,BF-MCL
4466,231,pan,Maela,BF-MCL
4934,231,pan,Maela,BF-MCL
4896,231,pan,Maela,BF-MCL
4709,231,pan,Maela,BF-MCL
4772,231,pan,Maela,BF-MCL
4828,231,pan,Maela,BF-MCL
4773,231,pan,Maela,BF-MCL
4367,231,pan,Maela,BF-MCL
4593,231,pan,Maela,BF-MCL
4548,231,pan,Maela,BF-MCL
4790,231,pan,Maela,BF-MCL
4360,231,pan,Maela,BF-MCL
4611,231,pan,Maela,BF-MCL
4984,231,pan,Maela,BF-MCL
4894,231,pan,Maela,BF-MCL
4775,231,pan,Maela,BF-MCL
4387,231,pan,Maela,BF-MCL
4652,231,pan,Maela,BF-MCL
4596,231,pan,Maela,BF-MCL
4878,231,pan,Maela,BF-MCL
5037,270,pan,Maela,BF-MCL
4788,270,pan,Maela,BF-MCL
4662,270,pan,Maela,BF-MCL
5059,270,pan,Maela,BF-MCL
4939,270,pan,Maela,BF-MCL
5017,270,pan,Maela,BF-MCL
4983,270,pan,Maela,BF-MCL
4745,270,pan,Maela,BF-MCL
4707,270,pan,Maela,BF-MCL
4989,270,pan,Maela,BF-MCL
5042,270,pan,Maela,BF-MCL
5018,270,pan,Maela,BF-MCL
5015,270,pan,Maela,BF-MCL
4944,270,pan,Maela,BF-MCL
4539,270,pan,Maela,BF-MCL
4794,270,pan,Maela,BF-MCL
4622,270,pan,Maela,BF-MCL
4946,270,pan,Maela,BF-MCL
4773,270,pan,Maela,BF-MCL
5006,270,pan,Maela,BF-MCL
5058,270,pan,Maela,BF-MCL
4731,270,pan,Maela,BF-MCL
4541,270,pan,Maela,BF-MCL
4676,270,pan,Maela,BF-MCL
4974,270,pan,Maela,BF-MCL
5025,270,pan,Maela,BF-MCL
4951,270,pan,Maela,BF-MCL
4659,270,pan,Maela,BF-MCL
4852,270,pan,Maela,BF-MCL
4978,270,pan,Maela,BF-MCL
4817,308,pan,Maela,BF-MCL
5088,308,pan,Maela,BF-MCL
4971,308,pan,Maela,BF-MCL
5109,308,pan,Maela,BF-MCL
5035,308,pan,Maela,BF-MCL
5026,308,pan,Maela,BF-MCL
5032,308,pan,Maela,BF-MCL
5039,308,pan,Maela,BF-MCL
4793,308,pan,Maela,BF-MCL
4703,308,pan,Maela,BF-MCL
4969,308,pan,Maela,BF-MCL
4958,308,pan,Maela,BF-MCL
5070,308,pan,Maela,BF-MCL
5060,308,pan,Maela,BF-MCL
5019,308,pan,Maela,BF-MCL
5042,308,pan,Maela,BF-MCL
5017,308,pan,Maela,BF-MCL
4728,308,pan,Maela,BF-MCL
4955,308,pan,Maela,BF-MCL
4961,308,pan,Maela,BF-MCL
5080,308,pan,Maela,BF-MCL
5078,308,pan,Maela,BF-MCL
5061,308,pan,Maela,BF-MCL
5007,308,pan,Maela,BF-MCL
5052,308,pan,Maela,BF-MCL
4806,308,pan,Maela,BF-MCL
5047,308,pan,Maela,BF-MCL
5104,308,pan,Maela,BF-MCL
5002,308,pan,Maela,BF-MCL
5040,308,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
5118,347,pan,Maela,BF-MCL
