Genes,Strains,Type,Dataset,Method
1460,193,core,Maela,CD-HIT
1464,193,core,Maela,CD-HIT
1466,193,core,Maela,CD-HIT
1472,193,core,Maela,CD-HIT
1467,193,core,Maela,CD-HIT
1468,193,core,Maela,CD-HIT
1465,193,core,Maela,CD-HIT
1467,193,core,Maela,CD-HIT
1469,193,core,Maela,CD-HIT
1462,193,core,Maela,CD-HIT
1468,193,core,Maela,CD-HIT
1467,193,core,Maela,CD-HIT
1462,193,core,Maela,CD-HIT
1452,193,core,Maela,CD-HIT
1461,231,core,Maela,CD-HIT
1468,231,core,Maela,CD-HIT
1459,231,core,Maela,CD-HIT
1470,231,core,Maela,CD-HIT
1459,231,core,Maela,CD-HIT
1470,231,core,Maela,CD-HIT
1466,231,core,Maela,CD-HIT
1473,231,core,Maela,CD-HIT
1471,231,core,Maela,CD-HIT
1463,231,core,Maela,CD-HIT
1469,231,core,Maela,CD-HIT
1473,231,core,Maela,CD-HIT
1467,231,core,Maela,CD-HIT
1470,231,core,Maela,CD-HIT
1472,231,core,Maela,CD-HIT
1472,231,core,Maela,CD-HIT
1465,231,core,Maela,CD-HIT
1460,231,core,Maela,CD-HIT
1466,231,core,Maela,CD-HIT
1473,231,core,Maela,CD-HIT
1473,231,core,Maela,CD-HIT
1472,231,core,Maela,CD-HIT
1476,231,core,Maela,CD-HIT
1465,231,core,Maela,CD-HIT
1471,231,core,Maela,CD-HIT
1464,231,core,Maela,CD-HIT
1465,231,core,Maela,CD-HIT
1479,231,core,Maela,CD-HIT
1469,231,core,Maela,CD-HIT
1466,231,core,Maela,CD-HIT
1471,270,core,Maela,CD-HIT
1470,270,core,Maela,CD-HIT
1472,270,core,Maela,CD-HIT
1468,270,core,Maela,CD-HIT
1468,270,core,Maela,CD-HIT
1465,270,core,Maela,CD-HIT
1469,270,core,Maela,CD-HIT
1476,270,core,Maela,CD-HIT
1466,270,core,Maela,CD-HIT
1467,270,core,Maela,CD-HIT
1465,270,core,Maela,CD-HIT
1473,270,core,Maela,CD-HIT
1462,270,core,Maela,CD-HIT
1466,270,core,Maela,CD-HIT
1469,270,core,Maela,CD-HIT
1474,270,core,Maela,CD-HIT
1469,270,core,Maela,CD-HIT
1461,270,core,Maela,CD-HIT
1463,270,core,Maela,CD-HIT
1473,270,core,Maela,CD-HIT
1467,270,core,Maela,CD-HIT
1467,270,core,Maela,CD-HIT
1471,270,core,Maela,CD-HIT
1471,270,core,Maela,CD-HIT
1472,270,core,Maela,CD-HIT
1468,270,core,Maela,CD-HIT
1469,270,core,Maela,CD-HIT
1472,270,core,Maela,CD-HIT
1474,270,core,Maela,CD-HIT
1468,270,core,Maela,CD-HIT
1474,308,core,Maela,CD-HIT
1469,308,core,Maela,CD-HIT
1464,308,core,Maela,CD-HIT
1471,308,core,Maela,CD-HIT
1469,308,core,Maela,CD-HIT
1470,308,core,Maela,CD-HIT
1466,308,core,Maela,CD-HIT
1466,308,core,Maela,CD-HIT
1468,308,core,Maela,CD-HIT
1468,308,core,Maela,CD-HIT
1471,308,core,Maela,CD-HIT
1471,308,core,Maela,CD-HIT
1469,308,core,Maela,CD-HIT
1473,308,core,Maela,CD-HIT
1470,308,core,Maela,CD-HIT
1461,308,core,Maela,CD-HIT
1462,308,core,Maela,CD-HIT
1468,308,core,Maela,CD-HIT
1465,308,core,Maela,CD-HIT
1469,308,core,Maela,CD-HIT
1470,308,core,Maela,CD-HIT
1470,308,core,Maela,CD-HIT
1468,308,core,Maela,CD-HIT
1471,308,core,Maela,CD-HIT
1472,308,core,Maela,CD-HIT
1465,308,core,Maela,CD-HIT
1471,308,core,Maela,CD-HIT
1469,308,core,Maela,CD-HIT
1466,308,core,Maela,CD-HIT
1466,308,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
1471,347,core,Maela,CD-HIT
2030,1,pan,Maela,CD-HIT
2008,1,pan,Maela,CD-HIT
2108,1,pan,Maela,CD-HIT
2513,1,pan,Maela,CD-HIT
2110,1,pan,Maela,CD-HIT
2070,1,pan,Maela,CD-HIT
2045,1,pan,Maela,CD-HIT
1945,1,pan,Maela,CD-HIT
2015,1,pan,Maela,CD-HIT
2027,1,pan,Maela,CD-HIT
2057,1,pan,Maela,CD-HIT
1996,1,pan,Maela,CD-HIT
2085,1,pan,Maela,CD-HIT
2009,1,pan,Maela,CD-HIT
2022,1,pan,Maela,CD-HIT
2053,1,pan,Maela,CD-HIT
2156,1,pan,Maela,CD-HIT
2106,1,pan,Maela,CD-HIT
2087,1,pan,Maela,CD-HIT
2187,1,pan,Maela,CD-HIT
2107,1,pan,Maela,CD-HIT
1959,1,pan,Maela,CD-HIT
1875,1,pan,Maela,CD-HIT
2034,1,pan,Maela,CD-HIT
2029,1,pan,Maela,CD-HIT
2068,1,pan,Maela,CD-HIT
2113,1,pan,Maela,CD-HIT
2010,1,pan,Maela,CD-HIT
2188,1,pan,Maela,CD-HIT
2009,1,pan,Maela,CD-HIT
4644,39,pan,Maela,CD-HIT
4946,39,pan,Maela,CD-HIT
5371,39,pan,Maela,CD-HIT
5252,39,pan,Maela,CD-HIT
5021,39,pan,Maela,CD-HIT
4622,39,pan,Maela,CD-HIT
5382,39,pan,Maela,CD-HIT
4670,39,pan,Maela,CD-HIT
4968,39,pan,Maela,CD-HIT
4751,39,pan,Maela,CD-HIT
4694,39,pan,Maela,CD-HIT
4603,39,pan,Maela,CD-HIT
4718,39,pan,Maela,CD-HIT
5228,39,pan,Maela,CD-HIT
5353,39,pan,Maela,CD-HIT
5270,39,pan,Maela,CD-HIT
4953,39,pan,Maela,CD-HIT
5113,39,pan,Maela,CD-HIT
5054,39,pan,Maela,CD-HIT
5356,39,pan,Maela,CD-HIT
5317,39,pan,Maela,CD-HIT
4637,39,pan,Maela,CD-HIT
4884,39,pan,Maela,CD-HIT
4912,39,pan,Maela,CD-HIT
5082,39,pan,Maela,CD-HIT
4654,39,pan,Maela,CD-HIT
5179,39,pan,Maela,CD-HIT
4742,39,pan,Maela,CD-HIT
5505,39,pan,Maela,CD-HIT
5001,39,pan,Maela,CD-HIT
5647,77,pan,Maela,CD-HIT
6164,77,pan,Maela,CD-HIT
6059,77,pan,Maela,CD-HIT
6047,77,pan,Maela,CD-HIT
5338,77,pan,Maela,CD-HIT
5712,77,pan,Maela,CD-HIT
6374,77,pan,Maela,CD-HIT
6326,77,pan,Maela,CD-HIT
6334,77,pan,Maela,CD-HIT
6087,77,pan,Maela,CD-HIT
5442,77,pan,Maela,CD-HIT
6886,77,pan,Maela,CD-HIT
5983,77,pan,Maela,CD-HIT
5766,77,pan,Maela,CD-HIT
5484,77,pan,Maela,CD-HIT
5626,77,pan,Maela,CD-HIT
5861,77,pan,Maela,CD-HIT
5487,77,pan,Maela,CD-HIT
5492,77,pan,Maela,CD-HIT
5322,77,pan,Maela,CD-HIT
6467,77,pan,Maela,CD-HIT
6008,77,pan,Maela,CD-HIT
6676,77,pan,Maela,CD-HIT
5375,77,pan,Maela,CD-HIT
6329,77,pan,Maela,CD-HIT
6656,77,pan,Maela,CD-HIT
6322,77,pan,Maela,CD-HIT
6407,77,pan,Maela,CD-HIT
5555,77,pan,Maela,CD-HIT
5990,77,pan,Maela,CD-HIT
6394,116,pan,Maela,CD-HIT
6360,116,pan,Maela,CD-HIT
6483,116,pan,Maela,CD-HIT
6960,116,pan,Maela,CD-HIT
6133,116,pan,Maela,CD-HIT
6042,116,pan,Maela,CD-HIT
7015,116,pan,Maela,CD-HIT
6953,116,pan,Maela,CD-HIT
6782,116,pan,Maela,CD-HIT
7397,116,pan,Maela,CD-HIT
7167,116,pan,Maela,CD-HIT
6514,116,pan,Maela,CD-HIT
6584,116,pan,Maela,CD-HIT
6554,116,pan,Maela,CD-HIT
6275,116,pan,Maela,CD-HIT
6630,116,pan,Maela,CD-HIT
6940,116,pan,Maela,CD-HIT
6994,116,pan,Maela,CD-HIT
6038,116,pan,Maela,CD-HIT
6965,116,pan,Maela,CD-HIT
7144,116,pan,Maela,CD-HIT
6765,116,pan,Maela,CD-HIT
7047,116,pan,Maela,CD-HIT
6642,116,pan,Maela,CD-HIT
7201,116,pan,Maela,CD-HIT
6635,116,pan,Maela,CD-HIT
6849,116,pan,Maela,CD-HIT
6868,116,pan,Maela,CD-HIT
6616,116,pan,Maela,CD-HIT
6613,116,pan,Maela,CD-HIT
7450,154,pan,Maela,CD-HIT
6259,154,pan,Maela,CD-HIT
7521,154,pan,Maela,CD-HIT
7404,154,pan,Maela,CD-HIT
7053,154,pan,Maela,CD-HIT
7616,154,pan,Maela,CD-HIT
6973,154,pan,Maela,CD-HIT
7489,154,pan,Maela,CD-HIT
7842,154,pan,Maela,CD-HIT
6881,154,pan,Maela,CD-HIT
7586,154,pan,Maela,CD-HIT
7557,154,pan,Maela,CD-HIT
7471,154,pan,Maela,CD-HIT
7197,154,pan,Maela,CD-HIT
6776,154,pan,Maela,CD-HIT
7219,154,pan,Maela,CD-HIT
6467,154,pan,Maela,CD-HIT
7298,154,pan,Maela,CD-HIT
7391,154,pan,Maela,CD-HIT
7280,154,pan,Maela,CD-HIT
6692,154,pan,Maela,CD-HIT
7873,154,pan,Maela,CD-HIT
7423,154,pan,Maela,CD-HIT
7043,154,pan,Maela,CD-HIT
7779,154,pan,Maela,CD-HIT
6886,154,pan,Maela,CD-HIT
7051,154,pan,Maela,CD-HIT
7784,154,pan,Maela,CD-HIT
8119,154,pan,Maela,CD-HIT
6493,154,pan,Maela,CD-HIT
7157,193,pan,Maela,CD-HIT
7533,193,pan,Maela,CD-HIT
7864,193,pan,Maela,CD-HIT
7556,193,pan,Maela,CD-HIT
7870,193,pan,Maela,CD-HIT
7731,193,pan,Maela,CD-HIT
7824,193,pan,Maela,CD-HIT
7665,193,pan,Maela,CD-HIT
7481,193,pan,Maela,CD-HIT
7773,193,pan,Maela,CD-HIT
8474,193,pan,Maela,CD-HIT
8287,193,pan,Maela,CD-HIT
7580,193,pan,Maela,CD-HIT
7196,193,pan,Maela,CD-HIT
7711,193,pan,Maela,CD-HIT
8096,193,pan,Maela,CD-HIT
7891,193,pan,Maela,CD-HIT
8067,193,pan,Maela,CD-HIT
7031,193,pan,Maela,CD-HIT
7557,193,pan,Maela,CD-HIT
7780,193,pan,Maela,CD-HIT
7328,193,pan,Maela,CD-HIT
7740,193,pan,Maela,CD-HIT
8033,193,pan,Maela,CD-HIT
7909,193,pan,Maela,CD-HIT
8040,193,pan,Maela,CD-HIT
7746,193,pan,Maela,CD-HIT
8113,193,pan,Maela,CD-HIT
7500,193,pan,Maela,CD-HIT
7937,193,pan,Maela,CD-HIT
8086,231,pan,Maela,CD-HIT
8363,231,pan,Maela,CD-HIT
7995,231,pan,Maela,CD-HIT
7954,231,pan,Maela,CD-HIT
8692,231,pan,Maela,CD-HIT
7428,231,pan,Maela,CD-HIT
8248,231,pan,Maela,CD-HIT
7873,231,pan,Maela,CD-HIT
7886,231,pan,Maela,CD-HIT
8430,231,pan,Maela,CD-HIT
8140,231,pan,Maela,CD-HIT
7911,231,pan,Maela,CD-HIT
8210,231,pan,Maela,CD-HIT
8316,231,pan,Maela,CD-HIT
8443,231,pan,Maela,CD-HIT
7852,231,pan,Maela,CD-HIT
8381,231,pan,Maela,CD-HIT
8280,231,pan,Maela,CD-HIT
7581,231,pan,Maela,CD-HIT
7703,231,pan,Maela,CD-HIT
7654,231,pan,Maela,CD-HIT
7790,231,pan,Maela,CD-HIT
8233,231,pan,Maela,CD-HIT
7620,231,pan,Maela,CD-HIT
8069,231,pan,Maela,CD-HIT
8173,231,pan,Maela,CD-HIT
7851,231,pan,Maela,CD-HIT
7886,231,pan,Maela,CD-HIT
8107,231,pan,Maela,CD-HIT
7979,231,pan,Maela,CD-HIT
8236,270,pan,Maela,CD-HIT
8466,270,pan,Maela,CD-HIT
8223,270,pan,Maela,CD-HIT
7775,270,pan,Maela,CD-HIT
8399,270,pan,Maela,CD-HIT
8573,270,pan,Maela,CD-HIT
8610,270,pan,Maela,CD-HIT
8378,270,pan,Maela,CD-HIT
8688,270,pan,Maela,CD-HIT
8708,270,pan,Maela,CD-HIT
8516,270,pan,Maela,CD-HIT
8612,270,pan,Maela,CD-HIT
8581,270,pan,Maela,CD-HIT
8762,270,pan,Maela,CD-HIT
8739,270,pan,Maela,CD-HIT
8467,270,pan,Maela,CD-HIT
8821,270,pan,Maela,CD-HIT
8798,270,pan,Maela,CD-HIT
7914,270,pan,Maela,CD-HIT
8185,270,pan,Maela,CD-HIT
8162,270,pan,Maela,CD-HIT
8314,270,pan,Maela,CD-HIT
8363,270,pan,Maela,CD-HIT
8648,270,pan,Maela,CD-HIT
8460,270,pan,Maela,CD-HIT
8136,270,pan,Maela,CD-HIT
8662,270,pan,Maela,CD-HIT
8397,270,pan,Maela,CD-HIT
8053,270,pan,Maela,CD-HIT
8716,270,pan,Maela,CD-HIT
8599,308,pan,Maela,CD-HIT
9002,308,pan,Maela,CD-HIT
8887,308,pan,Maela,CD-HIT
8848,308,pan,Maela,CD-HIT
8967,308,pan,Maela,CD-HIT
8811,308,pan,Maela,CD-HIT
8890,308,pan,Maela,CD-HIT
8899,308,pan,Maela,CD-HIT
8799,308,pan,Maela,CD-HIT
8794,308,pan,Maela,CD-HIT
8869,308,pan,Maela,CD-HIT
8860,308,pan,Maela,CD-HIT
8935,308,pan,Maela,CD-HIT
8893,308,pan,Maela,CD-HIT
8787,308,pan,Maela,CD-HIT
8693,308,pan,Maela,CD-HIT
9035,308,pan,Maela,CD-HIT
8941,308,pan,Maela,CD-HIT
8973,308,pan,Maela,CD-HIT
8863,308,pan,Maela,CD-HIT
8716,308,pan,Maela,CD-HIT
8931,308,pan,Maela,CD-HIT
8879,308,pan,Maela,CD-HIT
8956,308,pan,Maela,CD-HIT
8963,308,pan,Maela,CD-HIT
8991,308,pan,Maela,CD-HIT
8947,308,pan,Maela,CD-HIT
8749,308,pan,Maela,CD-HIT
8597,308,pan,Maela,CD-HIT
8315,308,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
9109,347,pan,Maela,CD-HIT
