Genes,Strains,Type,Dataset,Method
1573,154,core,Maela,panX
1570,154,core,Maela,panX
1572,154,core,Maela,panX
1569,154,core,Maela,panX
1575,154,core,Maela,panX
1572,154,core,Maela,panX
1576,154,core,Maela,panX
1571,154,core,Maela,panX
1579,154,core,Maela,panX
1561,193,core,Maela,panX
1577,193,core,Maela,panX
1575,193,core,Maela,panX
1575,193,core,Maela,panX
1568,193,core,Maela,panX
1575,193,core,Maela,panX
1567,193,core,Maela,panX
1574,193,core,Maela,panX
1579,193,core,Maela,panX
1579,193,core,Maela,panX
1568,193,core,Maela,panX
1581,193,core,Maela,panX
1577,193,core,Maela,panX
1575,193,core,Maela,panX
1578,193,core,Maela,panX
1569,193,core,Maela,panX
1575,193,core,Maela,panX
1574,193,core,Maela,panX
1568,193,core,Maela,panX
1576,193,core,Maela,panX
1575,193,core,Maela,panX
1571,193,core,Maela,panX
1573,193,core,Maela,panX
1576,193,core,Maela,panX
1579,193,core,Maela,panX
1570,193,core,Maela,panX
1576,193,core,Maela,panX
1569,193,core,Maela,panX
1576,193,core,Maela,panX
1572,193,core,Maela,panX
1572,231,core,Maela,panX
1574,231,core,Maela,panX
1577,231,core,Maela,panX
1570,231,core,Maela,panX
1573,231,core,Maela,panX
1582,231,core,Maela,panX
1578,231,core,Maela,panX
1578,231,core,Maela,panX
1578,231,core,Maela,panX
1576,231,core,Maela,panX
1575,231,core,Maela,panX
1577,231,core,Maela,panX
1577,231,core,Maela,panX
1577,231,core,Maela,panX
1573,231,core,Maela,panX
1576,231,core,Maela,panX
1572,231,core,Maela,panX
1577,231,core,Maela,panX
1573,231,core,Maela,panX
1574,231,core,Maela,panX
1582,231,core,Maela,panX
1575,231,core,Maela,panX
1569,231,core,Maela,panX
1579,231,core,Maela,panX
1577,231,core,Maela,panX
1577,231,core,Maela,panX
1570,231,core,Maela,panX
1572,231,core,Maela,panX
1578,231,core,Maela,panX
1575,231,core,Maela,panX
1576,270,core,Maela,panX
1572,270,core,Maela,panX
1572,270,core,Maela,panX
1575,270,core,Maela,panX
1567,270,core,Maela,panX
1573,270,core,Maela,panX
1573,270,core,Maela,panX
1570,270,core,Maela,panX
1575,270,core,Maela,panX
1570,270,core,Maela,panX
1575,270,core,Maela,panX
1576,270,core,Maela,panX
1577,270,core,Maela,panX
1571,270,core,Maela,panX
1578,270,core,Maela,panX
1575,270,core,Maela,panX
1578,270,core,Maela,panX
1574,270,core,Maela,panX
1572,270,core,Maela,panX
1571,270,core,Maela,panX
1574,270,core,Maela,panX
1583,270,core,Maela,panX
1581,270,core,Maela,panX
1575,270,core,Maela,panX
1570,270,core,Maela,panX
1575,270,core,Maela,panX
1567,270,core,Maela,panX
1573,270,core,Maela,panX
1578,270,core,Maela,panX
1570,270,core,Maela,panX
1573,308,core,Maela,panX
1578,308,core,Maela,panX
1577,308,core,Maela,panX
1579,308,core,Maela,panX
1575,308,core,Maela,panX
1574,308,core,Maela,panX
1575,308,core,Maela,panX
1576,308,core,Maela,panX
1576,308,core,Maela,panX
1572,308,core,Maela,panX
1578,308,core,Maela,panX
1576,308,core,Maela,panX
1574,308,core,Maela,panX
1574,308,core,Maela,panX
1578,308,core,Maela,panX
1580,308,core,Maela,panX
1573,308,core,Maela,panX
1576,308,core,Maela,panX
1571,308,core,Maela,panX
1575,308,core,Maela,panX
1575,308,core,Maela,panX
1577,308,core,Maela,panX
1575,308,core,Maela,panX
1574,308,core,Maela,panX
1577,308,core,Maela,panX
1573,308,core,Maela,panX
1577,308,core,Maela,panX
1579,308,core,Maela,panX
1578,308,core,Maela,panX
1576,308,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1575,347,core,Maela,panX
1989,1,pan,Maela,panX
2116,1,pan,Maela,panX
2118,1,pan,Maela,panX
2039,1,pan,Maela,panX
1906,1,pan,Maela,panX
2123,1,pan,Maela,panX
1967,1,pan,Maela,panX
2051,1,pan,Maela,panX
2102,1,pan,Maela,panX
2110,1,pan,Maela,panX
1918,1,pan,Maela,panX
2123,1,pan,Maela,panX
1924,1,pan,Maela,panX
2051,1,pan,Maela,panX
1944,1,pan,Maela,panX
1932,1,pan,Maela,panX
2084,1,pan,Maela,panX
2012,1,pan,Maela,panX
1926,1,pan,Maela,panX
2065,1,pan,Maela,panX
2007,1,pan,Maela,panX
2015,1,pan,Maela,panX
1903,1,pan,Maela,panX
1990,1,pan,Maela,panX
1924,1,pan,Maela,panX
2125,1,pan,Maela,panX
2060,1,pan,Maela,panX
1962,1,pan,Maela,panX
1920,1,pan,Maela,panX
2012,1,pan,Maela,panX
3764,39,pan,Maela,panX
3884,39,pan,Maela,panX
3602,39,pan,Maela,panX
3646,39,pan,Maela,panX
4238,39,pan,Maela,panX
3768,39,pan,Maela,panX
3740,39,pan,Maela,panX
3514,39,pan,Maela,panX
3559,39,pan,Maela,panX
3755,39,pan,Maela,panX
3854,39,pan,Maela,panX
3767,39,pan,Maela,panX
3814,39,pan,Maela,panX
3524,39,pan,Maela,panX
3613,39,pan,Maela,panX
3824,39,pan,Maela,panX
3892,39,pan,Maela,panX
3955,39,pan,Maela,panX
3756,39,pan,Maela,panX
3582,39,pan,Maela,panX
3651,39,pan,Maela,panX
3780,39,pan,Maela,panX
3867,39,pan,Maela,panX
3808,39,pan,Maela,panX
3684,39,pan,Maela,panX
3673,39,pan,Maela,panX
3923,39,pan,Maela,panX
4057,39,pan,Maela,panX
3900,39,pan,Maela,panX
3339,39,pan,Maela,panX
4311,77,pan,Maela,panX
4793,77,pan,Maela,panX
4788,77,pan,Maela,panX
4491,77,pan,Maela,panX
4105,77,pan,Maela,panX
4289,77,pan,Maela,panX
4170,77,pan,Maela,panX
4400,77,pan,Maela,panX
4389,77,pan,Maela,panX
4296,77,pan,Maela,panX
4247,77,pan,Maela,panX
4514,77,pan,Maela,panX
4409,77,pan,Maela,panX
4474,77,pan,Maela,panX
4034,77,pan,Maela,panX
4296,77,pan,Maela,panX
4154,77,pan,Maela,panX
4095,77,pan,Maela,panX
4768,77,pan,Maela,panX
4547,77,pan,Maela,panX
4696,77,pan,Maela,panX
4642,77,pan,Maela,panX
4214,77,pan,Maela,panX
4275,77,pan,Maela,panX
4121,77,pan,Maela,panX
4528,77,pan,Maela,panX
4646,77,pan,Maela,panX
4822,77,pan,Maela,panX
4171,77,pan,Maela,panX
3939,77,pan,Maela,panX
4891,116,pan,Maela,panX
4898,116,pan,Maela,panX
4639,116,pan,Maela,panX
5322,116,pan,Maela,panX
4637,116,pan,Maela,panX
4468,116,pan,Maela,panX
4787,116,pan,Maela,panX
4977,116,pan,Maela,panX
4428,116,pan,Maela,panX
4898,116,pan,Maela,panX
5018,116,pan,Maela,panX
4957,116,pan,Maela,panX
4675,116,pan,Maela,panX
5132,116,pan,Maela,panX
4651,116,pan,Maela,panX
4761,116,pan,Maela,panX
5235,116,pan,Maela,panX
4746,116,pan,Maela,panX
5398,116,pan,Maela,panX
4806,116,pan,Maela,panX
4796,116,pan,Maela,panX
5155,116,pan,Maela,panX
4992,116,pan,Maela,panX
4642,116,pan,Maela,panX
5363,116,pan,Maela,panX
4293,116,pan,Maela,panX
4579,116,pan,Maela,panX
4791,116,pan,Maela,panX
4763,116,pan,Maela,panX
4567,116,pan,Maela,panX
5426,154,pan,Maela,panX
4905,154,pan,Maela,panX
5356,154,pan,Maela,panX
5124,154,pan,Maela,panX
5485,154,pan,Maela,panX
5576,154,pan,Maela,panX
5021,154,pan,Maela,panX
5372,154,pan,Maela,panX
5827,154,pan,Maela,panX
5094,154,pan,Maela,panX
5090,154,pan,Maela,panX
5460,154,pan,Maela,panX
5115,154,pan,Maela,panX
5103,154,pan,Maela,panX
5136,154,pan,Maela,panX
5210,154,pan,Maela,panX
5283,154,pan,Maela,panX
5070,154,pan,Maela,panX
5015,154,pan,Maela,panX
5476,154,pan,Maela,panX
5160,154,pan,Maela,panX
4649,154,pan,Maela,panX
4834,154,pan,Maela,panX
4848,154,pan,Maela,panX
5058,154,pan,Maela,panX
5144,154,pan,Maela,panX
4890,154,pan,Maela,panX
5080,154,pan,Maela,panX
5476,154,pan,Maela,panX
4790,154,pan,Maela,panX
5234,193,pan,Maela,panX
5253,193,pan,Maela,panX
5371,193,pan,Maela,panX
4840,193,pan,Maela,panX
5872,193,pan,Maela,panX
5714,193,pan,Maela,panX
5432,193,pan,Maela,panX
5389,193,pan,Maela,panX
5321,193,pan,Maela,panX
5219,193,pan,Maela,panX
5369,193,pan,Maela,panX
5463,193,pan,Maela,panX
5421,193,pan,Maela,panX
5562,193,pan,Maela,panX
5096,193,pan,Maela,panX
5138,193,pan,Maela,panX
5228,193,pan,Maela,panX
5339,193,pan,Maela,panX
5237,193,pan,Maela,panX
5561,193,pan,Maela,panX
5093,193,pan,Maela,panX
5554,193,pan,Maela,panX
5665,193,pan,Maela,panX
5244,193,pan,Maela,panX
5446,193,pan,Maela,panX
5529,193,pan,Maela,panX
5529,193,pan,Maela,panX
5706,193,pan,Maela,panX
5632,193,pan,Maela,panX
5806,193,pan,Maela,panX
5763,231,pan,Maela,panX
5552,231,pan,Maela,panX
5735,231,pan,Maela,panX
5850,231,pan,Maela,panX
5564,231,pan,Maela,panX
5424,231,pan,Maela,panX
5238,231,pan,Maela,panX
5282,231,pan,Maela,panX
5970,231,pan,Maela,panX
5847,231,pan,Maela,panX
5875,231,pan,Maela,panX
5549,231,pan,Maela,panX
5351,231,pan,Maela,panX
5650,231,pan,Maela,panX
5553,231,pan,Maela,panX
5989,231,pan,Maela,panX
5896,231,pan,Maela,panX
5729,231,pan,Maela,panX
5599,231,pan,Maela,panX
5926,231,pan,Maela,panX
5567,231,pan,Maela,panX
5469,231,pan,Maela,panX
5823,231,pan,Maela,panX
5680,231,pan,Maela,panX
5399,231,pan,Maela,panX
5778,231,pan,Maela,panX
5593,231,pan,Maela,panX
5722,231,pan,Maela,panX
5693,231,pan,Maela,panX
5831,231,pan,Maela,panX
5145,270,pan,Maela,panX
6009,270,pan,Maela,panX
6055,270,pan,Maela,panX
5997,270,pan,Maela,panX
6007,270,pan,Maela,panX
5928,270,pan,Maela,panX
5960,270,pan,Maela,panX
5789,270,pan,Maela,panX
5534,270,pan,Maela,panX
5699,270,pan,Maela,panX
5795,270,pan,Maela,panX
5787,270,pan,Maela,panX
5784,270,pan,Maela,panX
5593,270,pan,Maela,panX
5822,270,pan,Maela,panX
5844,270,pan,Maela,panX
5820,270,pan,Maela,panX
6037,270,pan,Maela,panX
5745,270,pan,Maela,panX
5886,270,pan,Maela,panX
5541,270,pan,Maela,panX
5677,270,pan,Maela,panX
5854,270,pan,Maela,panX
5392,270,pan,Maela,panX
5912,270,pan,Maela,panX
6026,270,pan,Maela,panX
5589,270,pan,Maela,panX
6046,270,pan,Maela,panX
5912,270,pan,Maela,panX
6017,270,pan,Maela,panX
6130,308,pan,Maela,panX
6148,308,pan,Maela,panX
6106,308,pan,Maela,panX
6079,308,pan,Maela,panX
6150,308,pan,Maela,panX
6030,308,pan,Maela,panX
6000,308,pan,Maela,panX
6156,308,pan,Maela,panX
5984,308,pan,Maela,panX
5866,308,pan,Maela,panX
6017,308,pan,Maela,panX
6156,308,pan,Maela,panX
6103,308,pan,Maela,panX
6106,308,pan,Maela,panX
5858,308,pan,Maela,panX
6142,308,pan,Maela,panX
6061,308,pan,Maela,panX
5968,308,pan,Maela,panX
5929,308,pan,Maela,panX
6114,308,pan,Maela,panX
6136,308,pan,Maela,panX
6166,308,pan,Maela,panX
6171,308,pan,Maela,panX
6084,308,pan,Maela,panX
6099,308,pan,Maela,panX
6099,308,pan,Maela,panX
6140,308,pan,Maela,panX
5905,308,pan,Maela,panX
6068,308,pan,Maela,panX
6168,308,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
6210,347,pan,Maela,panX
