Genes,Strains,Type,Dataset,Method
1505,5,core,RefSeq,panX
1559,5,core,RefSeq,panX
423,5,core,RefSeq,panX
411,5,core,RefSeq,panX
1629,5,core,RefSeq,panX
391,8,core,RefSeq,panX
1449,8,core,RefSeq,panX
372,8,core,RefSeq,panX
1543,8,core,RefSeq,panX
1500,8,core,RefSeq,panX
1490,8,core,RefSeq,panX
1459,8,core,RefSeq,panX
1499,8,core,RefSeq,panX
1502,8,core,RefSeq,panX
391,8,core,RefSeq,panX
409,8,core,RefSeq,panX
402,8,core,RefSeq,panX
1523,8,core,RefSeq,panX
1507,8,core,RefSeq,panX
1550,8,core,RefSeq,panX
1501,8,core,RefSeq,panX
1464,8,core,RefSeq,panX
1486,8,core,RefSeq,panX
403,8,core,RefSeq,panX
1486,8,core,RefSeq,panX
1488,8,core,RefSeq,panX
1514,8,core,RefSeq,panX
1571,8,core,RefSeq,panX
1526,8,core,RefSeq,panX
370,8,core,RefSeq,panX
1546,8,core,RefSeq,panX
1517,8,core,RefSeq,panX
1537,8,core,RefSeq,panX
401,8,core,RefSeq,panX
1535,8,core,RefSeq,panX
393,10,core,RefSeq,panX
1457,10,core,RefSeq,panX
1428,10,core,RefSeq,panX
1424,10,core,RefSeq,panX
1496,10,core,RefSeq,panX
1404,10,core,RefSeq,panX
1487,10,core,RefSeq,panX
382,10,core,RefSeq,panX
366,10,core,RefSeq,panX
393,10,core,RefSeq,panX
1490,10,core,RefSeq,panX
377,10,core,RefSeq,panX
386,10,core,RefSeq,panX
394,10,core,RefSeq,panX
1464,10,core,RefSeq,panX
388,10,core,RefSeq,panX
373,10,core,RefSeq,panX
404,10,core,RefSeq,panX
1438,10,core,RefSeq,panX
1458,10,core,RefSeq,panX
380,10,core,RefSeq,panX
374,10,core,RefSeq,panX
1427,10,core,RefSeq,panX
1518,10,core,RefSeq,panX
1420,10,core,RefSeq,panX
380,10,core,RefSeq,panX
407,10,core,RefSeq,panX
386,10,core,RefSeq,panX
390,10,core,RefSeq,panX
396,10,core,RefSeq,panX
379,12,core,RefSeq,panX
388,12,core,RefSeq,panX
389,12,core,RefSeq,panX
1482,12,core,RefSeq,panX
369,12,core,RefSeq,panX
1470,12,core,RefSeq,panX
389,12,core,RefSeq,panX
1489,12,core,RefSeq,panX
375,12,core,RefSeq,panX
369,12,core,RefSeq,panX
392,12,core,RefSeq,panX
378,12,core,RefSeq,panX
1382,12,core,RefSeq,panX
1419,12,core,RefSeq,panX
1411,12,core,RefSeq,panX
1406,12,core,RefSeq,panX
1458,12,core,RefSeq,panX
1427,12,core,RefSeq,panX
1405,12,core,RefSeq,panX
1393,12,core,RefSeq,panX
367,12,core,RefSeq,panX
368,12,core,RefSeq,panX
1465,12,core,RefSeq,panX
1397,12,core,RefSeq,panX
1428,12,core,RefSeq,panX
1463,12,core,RefSeq,panX
1411,12,core,RefSeq,panX
359,12,core,RefSeq,panX
1466,12,core,RefSeq,panX
371,12,core,RefSeq,panX
356,15,core,RefSeq,panX
368,15,core,RefSeq,panX
1367,15,core,RefSeq,panX
1378,15,core,RefSeq,panX
1338,15,core,RefSeq,panX
387,15,core,RefSeq,panX
356,15,core,RefSeq,panX
1392,15,core,RefSeq,panX
374,15,core,RefSeq,panX
1388,15,core,RefSeq,panX
375,15,core,RefSeq,panX
364,15,core,RefSeq,panX
356,15,core,RefSeq,panX
379,15,core,RefSeq,panX
374,15,core,RefSeq,panX
360,15,core,RefSeq,panX
1420,15,core,RefSeq,panX
369,15,core,RefSeq,panX
382,15,core,RefSeq,panX
368,15,core,RefSeq,panX
366,15,core,RefSeq,panX
363,15,core,RefSeq,panX
367,15,core,RefSeq,panX
1369,15,core,RefSeq,panX
377,15,core,RefSeq,panX
374,15,core,RefSeq,panX
354,15,core,RefSeq,panX
1382,15,core,RefSeq,panX
356,15,core,RefSeq,panX
1358,15,core,RefSeq,panX
363,17,core,RefSeq,panX
370,17,core,RefSeq,panX
1330,17,core,RefSeq,panX
368,17,core,RefSeq,panX
1335,17,core,RefSeq,panX
376,17,core,RefSeq,panX
369,17,core,RefSeq,panX
1349,17,core,RefSeq,panX
363,17,core,RefSeq,panX
355,17,core,RefSeq,panX
351,17,core,RefSeq,panX
367,17,core,RefSeq,panX
369,17,core,RefSeq,panX
352,17,core,RefSeq,panX
357,17,core,RefSeq,panX
368,17,core,RefSeq,panX
1343,17,core,RefSeq,panX
367,17,core,RefSeq,panX
369,17,core,RefSeq,panX
365,17,core,RefSeq,panX
353,17,core,RefSeq,panX
361,17,core,RefSeq,panX
359,17,core,RefSeq,panX
355,17,core,RefSeq,panX
367,17,core,RefSeq,panX
1395,17,core,RefSeq,panX
363,17,core,RefSeq,panX
378,17,core,RefSeq,panX
1348,17,core,RefSeq,panX
370,17,core,RefSeq,panX
351,19,core,RefSeq,panX
351,19,core,RefSeq,panX
356,19,core,RefSeq,panX
348,19,core,RefSeq,panX
353,19,core,RefSeq,panX
1321,19,core,RefSeq,panX
348,19,core,RefSeq,panX
350,19,core,RefSeq,panX
361,19,core,RefSeq,panX
365,19,core,RefSeq,panX
348,19,core,RefSeq,panX
348,19,core,RefSeq,panX
1326,19,core,RefSeq,panX
351,19,core,RefSeq,panX
359,19,core,RefSeq,panX
351,19,core,RefSeq,panX
348,19,core,RefSeq,panX
353,19,core,RefSeq,panX
366,19,core,RefSeq,panX
354,19,core,RefSeq,panX
349,19,core,RefSeq,panX
350,19,core,RefSeq,panX
364,19,core,RefSeq,panX
367,19,core,RefSeq,panX
357,19,core,RefSeq,panX
349,19,core,RefSeq,panX
350,19,core,RefSeq,panX
363,19,core,RefSeq,panX
1338,19,core,RefSeq,panX
350,19,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1370,22,core,RefSeq,panX
1893,1,pan,RefSeq,panX
2027,1,pan,RefSeq,panX
2004,1,pan,RefSeq,panX
1769,1,pan,RefSeq,panX
1958,1,pan,RefSeq,panX
1949,1,pan,RefSeq,panX
2089,1,pan,RefSeq,panX
1769,1,pan,RefSeq,panX
1949,1,pan,RefSeq,panX
1769,1,pan,RefSeq,panX
1973,1,pan,RefSeq,panX
1955,1,pan,RefSeq,panX
1955,1,pan,RefSeq,panX
2058,1,pan,RefSeq,panX
1941,1,pan,RefSeq,panX
1930,1,pan,RefSeq,panX
2004,1,pan,RefSeq,panX
1977,1,pan,RefSeq,panX
1930,1,pan,RefSeq,panX
1973,1,pan,RefSeq,panX
1949,1,pan,RefSeq,panX
2027,1,pan,RefSeq,panX
1769,1,pan,RefSeq,panX
1941,1,pan,RefSeq,panX
1973,1,pan,RefSeq,panX
1958,1,pan,RefSeq,panX
1769,1,pan,RefSeq,panX
1941,1,pan,RefSeq,panX
1930,1,pan,RefSeq,panX
1963,1,pan,RefSeq,panX
2321,3,pan,RefSeq,panX
3739,3,pan,RefSeq,panX
3575,3,pan,RefSeq,panX
2540,3,pan,RefSeq,panX
2092,3,pan,RefSeq,panX
2344,3,pan,RefSeq,panX
2284,3,pan,RefSeq,panX
3616,3,pan,RefSeq,panX
2381,3,pan,RefSeq,panX
2409,3,pan,RefSeq,panX
2252,3,pan,RefSeq,panX
2444,3,pan,RefSeq,panX
2283,3,pan,RefSeq,panX
2406,3,pan,RefSeq,panX
2281,3,pan,RefSeq,panX
3545,3,pan,RefSeq,panX
2337,3,pan,RefSeq,panX
2262,3,pan,RefSeq,panX
2188,3,pan,RefSeq,panX
2268,3,pan,RefSeq,panX
2236,3,pan,RefSeq,panX
2289,3,pan,RefSeq,panX
3410,3,pan,RefSeq,panX
3780,3,pan,RefSeq,panX
3601,3,pan,RefSeq,panX
2446,3,pan,RefSeq,panX
2371,3,pan,RefSeq,panX
2313,3,pan,RefSeq,panX
2325,3,pan,RefSeq,panX
2232,3,pan,RefSeq,panX
2519,5,pan,RefSeq,panX
3817,5,pan,RefSeq,panX
2405,5,pan,RefSeq,panX
3992,5,pan,RefSeq,panX
2556,5,pan,RefSeq,panX
2391,5,pan,RefSeq,panX
2321,5,pan,RefSeq,panX
2638,5,pan,RefSeq,panX
2306,5,pan,RefSeq,panX
2538,5,pan,RefSeq,panX
2475,5,pan,RefSeq,panX
2361,5,pan,RefSeq,panX
2671,5,pan,RefSeq,panX
2572,5,pan,RefSeq,panX
2448,5,pan,RefSeq,panX
2454,5,pan,RefSeq,panX
2478,5,pan,RefSeq,panX
2604,5,pan,RefSeq,panX
2502,5,pan,RefSeq,panX
2549,5,pan,RefSeq,panX
3766,5,pan,RefSeq,panX
4021,5,pan,RefSeq,panX
2479,5,pan,RefSeq,panX
2435,5,pan,RefSeq,panX
2437,5,pan,RefSeq,panX
2435,5,pan,RefSeq,panX
2546,5,pan,RefSeq,panX
3841,5,pan,RefSeq,panX
3892,5,pan,RefSeq,panX
2500,5,pan,RefSeq,panX
3949,8,pan,RefSeq,panX
2775,8,pan,RefSeq,panX
3940,8,pan,RefSeq,panX
2673,8,pan,RefSeq,panX
2697,8,pan,RefSeq,panX
2786,8,pan,RefSeq,panX
2657,8,pan,RefSeq,panX
2865,8,pan,RefSeq,panX
2751,8,pan,RefSeq,panX
4081,8,pan,RefSeq,panX
4168,8,pan,RefSeq,panX
4155,8,pan,RefSeq,panX
2661,8,pan,RefSeq,panX
2694,8,pan,RefSeq,panX
2634,8,pan,RefSeq,panX
2687,8,pan,RefSeq,panX
2723,8,pan,RefSeq,panX
2673,8,pan,RefSeq,panX
4169,8,pan,RefSeq,panX
2823,8,pan,RefSeq,panX
2850,8,pan,RefSeq,panX
2877,8,pan,RefSeq,panX
2668,8,pan,RefSeq,panX
2654,8,pan,RefSeq,panX
4175,8,pan,RefSeq,panX
2656,8,pan,RefSeq,panX
2687,8,pan,RefSeq,panX
2742,8,pan,RefSeq,panX
4086,8,pan,RefSeq,panX
2695,8,pan,RefSeq,panX
4157,10,pan,RefSeq,panX
2807,10,pan,RefSeq,panX
2885,10,pan,RefSeq,panX
2812,10,pan,RefSeq,panX
2766,10,pan,RefSeq,panX
2799,10,pan,RefSeq,panX
2942,10,pan,RefSeq,panX
4220,10,pan,RefSeq,panX
4212,10,pan,RefSeq,panX
4266,10,pan,RefSeq,panX
2865,10,pan,RefSeq,panX
4185,10,pan,RefSeq,panX
4283,10,pan,RefSeq,panX
4323,10,pan,RefSeq,panX
2880,10,pan,RefSeq,panX
4157,10,pan,RefSeq,panX
4114,10,pan,RefSeq,panX
4069,10,pan,RefSeq,panX
2804,10,pan,RefSeq,panX
2803,10,pan,RefSeq,panX
4251,10,pan,RefSeq,panX
4199,10,pan,RefSeq,panX
2974,10,pan,RefSeq,panX
2687,10,pan,RefSeq,panX
2830,10,pan,RefSeq,panX
4111,10,pan,RefSeq,panX
4232,10,pan,RefSeq,panX
4169,10,pan,RefSeq,panX
4276,10,pan,RefSeq,panX
4095,10,pan,RefSeq,panX
4295,12,pan,RefSeq,panX
4322,12,pan,RefSeq,panX
4282,12,pan,RefSeq,panX
2763,12,pan,RefSeq,panX
4395,12,pan,RefSeq,panX
2819,12,pan,RefSeq,panX
4319,12,pan,RefSeq,panX
2896,12,pan,RefSeq,panX
4272,12,pan,RefSeq,panX
4228,12,pan,RefSeq,panX
4353,12,pan,RefSeq,panX
4383,12,pan,RefSeq,panX
2943,12,pan,RefSeq,panX
2973,12,pan,RefSeq,panX
2863,12,pan,RefSeq,panX
2908,12,pan,RefSeq,panX
2848,12,pan,RefSeq,panX
2843,12,pan,RefSeq,panX
2933,12,pan,RefSeq,panX
2906,12,pan,RefSeq,panX
4192,12,pan,RefSeq,panX
4205,12,pan,RefSeq,panX
3025,12,pan,RefSeq,panX
3016,12,pan,RefSeq,panX
2747,12,pan,RefSeq,panX
2826,12,pan,RefSeq,panX
2867,12,pan,RefSeq,panX
4171,12,pan,RefSeq,panX
2867,12,pan,RefSeq,panX
4361,12,pan,RefSeq,panX
4382,15,pan,RefSeq,panX
4458,15,pan,RefSeq,panX
3100,15,pan,RefSeq,panX
3056,15,pan,RefSeq,panX
3133,15,pan,RefSeq,panX
4307,15,pan,RefSeq,panX
4392,15,pan,RefSeq,panX
3023,15,pan,RefSeq,panX
4431,15,pan,RefSeq,panX
3057,15,pan,RefSeq,panX
4263,15,pan,RefSeq,panX
4404,15,pan,RefSeq,panX
4398,15,pan,RefSeq,panX
4522,15,pan,RefSeq,panX
4391,15,pan,RefSeq,panX
4380,15,pan,RefSeq,panX
3050,15,pan,RefSeq,panX
4508,15,pan,RefSeq,panX
4379,15,pan,RefSeq,panX
4388,15,pan,RefSeq,panX
4407,15,pan,RefSeq,panX
4278,15,pan,RefSeq,panX
4498,15,pan,RefSeq,panX
3062,15,pan,RefSeq,panX
4390,15,pan,RefSeq,panX
4500,15,pan,RefSeq,panX
4423,15,pan,RefSeq,panX
2978,15,pan,RefSeq,panX
4486,15,pan,RefSeq,panX
3055,15,pan,RefSeq,panX
4535,17,pan,RefSeq,panX
4505,17,pan,RefSeq,panX
3152,17,pan,RefSeq,panX
4526,17,pan,RefSeq,panX
3143,17,pan,RefSeq,panX
4542,17,pan,RefSeq,panX
4470,17,pan,RefSeq,panX
3029,17,pan,RefSeq,panX
4390,17,pan,RefSeq,panX
4490,17,pan,RefSeq,panX
4510,17,pan,RefSeq,panX
4569,17,pan,RefSeq,panX
4374,17,pan,RefSeq,panX
4515,17,pan,RefSeq,panX
4471,17,pan,RefSeq,panX
4546,17,pan,RefSeq,panX
3146,17,pan,RefSeq,panX
4338,17,pan,RefSeq,panX
4502,17,pan,RefSeq,panX
4565,17,pan,RefSeq,panX
4473,17,pan,RefSeq,panX
4506,17,pan,RefSeq,panX
4392,17,pan,RefSeq,panX
4499,17,pan,RefSeq,panX
4473,17,pan,RefSeq,panX
3076,17,pan,RefSeq,panX
4437,17,pan,RefSeq,panX
4478,17,pan,RefSeq,panX
3130,17,pan,RefSeq,panX
4511,17,pan,RefSeq,panX
4519,19,pan,RefSeq,panX
4552,19,pan,RefSeq,panX
4525,19,pan,RefSeq,panX
4551,19,pan,RefSeq,panX
4541,19,pan,RefSeq,panX
3160,19,pan,RefSeq,panX
4555,19,pan,RefSeq,panX
4586,19,pan,RefSeq,panX
4571,19,pan,RefSeq,panX
4580,19,pan,RefSeq,panX
4575,19,pan,RefSeq,panX
4564,19,pan,RefSeq,panX
3166,19,pan,RefSeq,panX
4571,19,pan,RefSeq,panX
4603,19,pan,RefSeq,panX
4568,19,pan,RefSeq,panX
4558,19,pan,RefSeq,panX
4574,19,pan,RefSeq,panX
4569,19,pan,RefSeq,panX
4520,19,pan,RefSeq,panX
4553,19,pan,RefSeq,panX
4514,19,pan,RefSeq,panX
4546,19,pan,RefSeq,panX
4584,19,pan,RefSeq,panX
4419,19,pan,RefSeq,panX
4582,19,pan,RefSeq,panX
4458,19,pan,RefSeq,panX
4554,19,pan,RefSeq,panX
3127,19,pan,RefSeq,panX
4573,19,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
4608,22,pan,RefSeq,panX
