Strains,Type,Genes
342,pan,6442
342,pan,6379
342,pan,6506
342,pan,6397
342,pan,6321
342,pan,6457
342,pan,6491
342,pan,6423
342,pan,6418
342,pan,6489
342,pan,6298
342,pan,6444
342,pan,6252
342,pan,6352
342,pan,6370
342,pan,6360
342,pan,6417
342,pan,6446
342,pan,6303
342,pan,6418
342,pan,6315
342,pan,6239
342,pan,6458
342,pan,6376
342,pan,6574
342,pan,6381
342,pan,6434
342,pan,6495
342,pan,6486
342,pan,6507
410,pan,6684
410,pan,6740
410,pan,6580
410,pan,6630
410,pan,6674
410,pan,6722
410,pan,6618
410,pan,6540
410,pan,6674
410,pan,6764
410,pan,6601
410,pan,6666
410,pan,6631
410,pan,6630
410,pan,6641
410,pan,6671
410,pan,6638
410,pan,6666
410,pan,6561
410,pan,6661
410,pan,6722
410,pan,6623
410,pan,6547
410,pan,6638
410,pan,6670
410,pan,6630
410,pan,6720
410,pan,6725
410,pan,6686
410,pan,6694
478,pan,6808
478,pan,6879
478,pan,6864
478,pan,6899
478,pan,6898
478,pan,6876
478,pan,6833
478,pan,6828
478,pan,6881
478,pan,6857
478,pan,6856
478,pan,6939
478,pan,6909
478,pan,6756
478,pan,6824
478,pan,6852
478,pan,6863
478,pan,6908
478,pan,6923
478,pan,6883
478,pan,6834
478,pan,6873
478,pan,6886
478,pan,6796
478,pan,6947
478,pan,6845
478,pan,6875
478,pan,6804
478,pan,6874
478,pan,6765
546,pan,6964
546,pan,7024
546,pan,6980
546,pan,7077
546,pan,7061
546,pan,7012
546,pan,7013
546,pan,7043
546,pan,7083
546,pan,7008
546,pan,7027
546,pan,7056
546,pan,6973
546,pan,7013
546,pan,7063
546,pan,7045
546,pan,7027
546,pan,6987
546,pan,7035
546,pan,7078
546,pan,6992
546,pan,6994
546,pan,7057
546,pan,7023
546,pan,6936
546,pan,6992
546,pan,7038
546,pan,7034
546,pan,6997
546,pan,6998
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
615,pan,7183
