Genes,Strains,Type,Dataset,Method
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1472,615,core,MA,CD-HIT
1980,1,pan,MA,CD-HIT
1964,1,pan,MA,CD-HIT
2040,1,pan,MA,CD-HIT
1948,1,pan,MA,CD-HIT
1953,1,pan,MA,CD-HIT
1952,1,pan,MA,CD-HIT
1978,1,pan,MA,CD-HIT
1971,1,pan,MA,CD-HIT
1936,1,pan,MA,CD-HIT
1926,1,pan,MA,CD-HIT
1991,1,pan,MA,CD-HIT
1994,1,pan,MA,CD-HIT
1952,1,pan,MA,CD-HIT
2021,1,pan,MA,CD-HIT
1916,1,pan,MA,CD-HIT
1945,1,pan,MA,CD-HIT
1937,1,pan,MA,CD-HIT
1996,1,pan,MA,CD-HIT
2019,1,pan,MA,CD-HIT
1997,1,pan,MA,CD-HIT
1992,1,pan,MA,CD-HIT
1954,1,pan,MA,CD-HIT
1988,1,pan,MA,CD-HIT
1998,1,pan,MA,CD-HIT
1941,1,pan,MA,CD-HIT
1936,1,pan,MA,CD-HIT
1996,1,pan,MA,CD-HIT
1994,1,pan,MA,CD-HIT
1913,1,pan,MA,CD-HIT
2002,1,pan,MA,CD-HIT
4896,69,pan,MA,CD-HIT
4668,69,pan,MA,CD-HIT
4641,69,pan,MA,CD-HIT
4852,69,pan,MA,CD-HIT
5145,69,pan,MA,CD-HIT
4766,69,pan,MA,CD-HIT
4508,69,pan,MA,CD-HIT
4581,69,pan,MA,CD-HIT
4949,69,pan,MA,CD-HIT
5064,69,pan,MA,CD-HIT
4522,69,pan,MA,CD-HIT
4837,69,pan,MA,CD-HIT
4658,69,pan,MA,CD-HIT
4411,69,pan,MA,CD-HIT
4851,69,pan,MA,CD-HIT
4883,69,pan,MA,CD-HIT
4543,69,pan,MA,CD-HIT
4858,69,pan,MA,CD-HIT
4759,69,pan,MA,CD-HIT
4572,69,pan,MA,CD-HIT
4772,69,pan,MA,CD-HIT
4443,69,pan,MA,CD-HIT
4564,69,pan,MA,CD-HIT
4420,69,pan,MA,CD-HIT
4326,69,pan,MA,CD-HIT
4961,69,pan,MA,CD-HIT
4736,69,pan,MA,CD-HIT
4664,69,pan,MA,CD-HIT
4901,69,pan,MA,CD-HIT
4758,69,pan,MA,CD-HIT
5471,137,pan,MA,CD-HIT
5367,137,pan,MA,CD-HIT
5470,137,pan,MA,CD-HIT
5174,137,pan,MA,CD-HIT
5301,137,pan,MA,CD-HIT
5331,137,pan,MA,CD-HIT
5480,137,pan,MA,CD-HIT
5703,137,pan,MA,CD-HIT
5115,137,pan,MA,CD-HIT
5560,137,pan,MA,CD-HIT
5457,137,pan,MA,CD-HIT
5407,137,pan,MA,CD-HIT
5509,137,pan,MA,CD-HIT
5340,137,pan,MA,CD-HIT
5445,137,pan,MA,CD-HIT
5395,137,pan,MA,CD-HIT
5167,137,pan,MA,CD-HIT
5368,137,pan,MA,CD-HIT
5489,137,pan,MA,CD-HIT
5356,137,pan,MA,CD-HIT
5596,137,pan,MA,CD-HIT
5409,137,pan,MA,CD-HIT
5500,137,pan,MA,CD-HIT
5488,137,pan,MA,CD-HIT
5184,137,pan,MA,CD-HIT
5472,137,pan,MA,CD-HIT
5535,137,pan,MA,CD-HIT
5372,137,pan,MA,CD-HIT
5291,137,pan,MA,CD-HIT
5415,137,pan,MA,CD-HIT
5936,205,pan,MA,CD-HIT
5859,205,pan,MA,CD-HIT
5851,205,pan,MA,CD-HIT
5815,205,pan,MA,CD-HIT
5888,205,pan,MA,CD-HIT
5830,205,pan,MA,CD-HIT
5899,205,pan,MA,CD-HIT
5584,205,pan,MA,CD-HIT
5740,205,pan,MA,CD-HIT
5853,205,pan,MA,CD-HIT
5923,205,pan,MA,CD-HIT
5837,205,pan,MA,CD-HIT
5914,205,pan,MA,CD-HIT
5832,205,pan,MA,CD-HIT
5873,205,pan,MA,CD-HIT
5875,205,pan,MA,CD-HIT
5844,205,pan,MA,CD-HIT
5819,205,pan,MA,CD-HIT
5784,205,pan,MA,CD-HIT
5945,205,pan,MA,CD-HIT
5929,205,pan,MA,CD-HIT
5843,205,pan,MA,CD-HIT
5915,205,pan,MA,CD-HIT
5878,205,pan,MA,CD-HIT
5849,205,pan,MA,CD-HIT
5847,205,pan,MA,CD-HIT
5857,205,pan,MA,CD-HIT
5871,205,pan,MA,CD-HIT
5976,205,pan,MA,CD-HIT
5873,205,pan,MA,CD-HIT
6061,273,pan,MA,CD-HIT
6180,273,pan,MA,CD-HIT
6190,273,pan,MA,CD-HIT
6196,273,pan,MA,CD-HIT
6323,273,pan,MA,CD-HIT
6061,273,pan,MA,CD-HIT
6029,273,pan,MA,CD-HIT
6183,273,pan,MA,CD-HIT
6080,273,pan,MA,CD-HIT
6292,273,pan,MA,CD-HIT
5954,273,pan,MA,CD-HIT
6103,273,pan,MA,CD-HIT
6138,273,pan,MA,CD-HIT
6180,273,pan,MA,CD-HIT
6187,273,pan,MA,CD-HIT
6284,273,pan,MA,CD-HIT
6248,273,pan,MA,CD-HIT
6204,273,pan,MA,CD-HIT
6305,273,pan,MA,CD-HIT
6145,273,pan,MA,CD-HIT
6265,273,pan,MA,CD-HIT
6096,273,pan,MA,CD-HIT
6099,273,pan,MA,CD-HIT
6162,273,pan,MA,CD-HIT
6241,273,pan,MA,CD-HIT
6132,273,pan,MA,CD-HIT
6189,273,pan,MA,CD-HIT
6275,273,pan,MA,CD-HIT
6112,273,pan,MA,CD-HIT
6087,273,pan,MA,CD-HIT
6442,342,pan,MA,CD-HIT
6379,342,pan,MA,CD-HIT
6506,342,pan,MA,CD-HIT
6397,342,pan,MA,CD-HIT
6321,342,pan,MA,CD-HIT
6457,342,pan,MA,CD-HIT
6491,342,pan,MA,CD-HIT
6423,342,pan,MA,CD-HIT
6418,342,pan,MA,CD-HIT
6489,342,pan,MA,CD-HIT
6298,342,pan,MA,CD-HIT
6444,342,pan,MA,CD-HIT
6252,342,pan,MA,CD-HIT
6352,342,pan,MA,CD-HIT
6370,342,pan,MA,CD-HIT
6360,342,pan,MA,CD-HIT
6417,342,pan,MA,CD-HIT
6446,342,pan,MA,CD-HIT
6303,342,pan,MA,CD-HIT
6418,342,pan,MA,CD-HIT
6315,342,pan,MA,CD-HIT
6239,342,pan,MA,CD-HIT
6458,342,pan,MA,CD-HIT
6376,342,pan,MA,CD-HIT
6574,342,pan,MA,CD-HIT
6381,342,pan,MA,CD-HIT
6434,342,pan,MA,CD-HIT
6495,342,pan,MA,CD-HIT
6486,342,pan,MA,CD-HIT
6507,342,pan,MA,CD-HIT
6684,410,pan,MA,CD-HIT
6740,410,pan,MA,CD-HIT
6580,410,pan,MA,CD-HIT
6630,410,pan,MA,CD-HIT
6674,410,pan,MA,CD-HIT
6722,410,pan,MA,CD-HIT
6618,410,pan,MA,CD-HIT
6540,410,pan,MA,CD-HIT
6674,410,pan,MA,CD-HIT
6764,410,pan,MA,CD-HIT
6601,410,pan,MA,CD-HIT
6666,410,pan,MA,CD-HIT
6631,410,pan,MA,CD-HIT
6630,410,pan,MA,CD-HIT
6641,410,pan,MA,CD-HIT
6671,410,pan,MA,CD-HIT
6638,410,pan,MA,CD-HIT
6666,410,pan,MA,CD-HIT
6561,410,pan,MA,CD-HIT
6661,410,pan,MA,CD-HIT
6722,410,pan,MA,CD-HIT
6623,410,pan,MA,CD-HIT
6547,410,pan,MA,CD-HIT
6638,410,pan,MA,CD-HIT
6670,410,pan,MA,CD-HIT
6630,410,pan,MA,CD-HIT
6720,410,pan,MA,CD-HIT
6725,410,pan,MA,CD-HIT
6686,410,pan,MA,CD-HIT
6694,410,pan,MA,CD-HIT
6808,478,pan,MA,CD-HIT
6879,478,pan,MA,CD-HIT
6864,478,pan,MA,CD-HIT
6899,478,pan,MA,CD-HIT
6898,478,pan,MA,CD-HIT
6876,478,pan,MA,CD-HIT
6833,478,pan,MA,CD-HIT
6828,478,pan,MA,CD-HIT
6881,478,pan,MA,CD-HIT
6857,478,pan,MA,CD-HIT
6856,478,pan,MA,CD-HIT
6939,478,pan,MA,CD-HIT
6909,478,pan,MA,CD-HIT
6756,478,pan,MA,CD-HIT
6824,478,pan,MA,CD-HIT
6852,478,pan,MA,CD-HIT
6863,478,pan,MA,CD-HIT
6908,478,pan,MA,CD-HIT
6923,478,pan,MA,CD-HIT
6883,478,pan,MA,CD-HIT
6834,478,pan,MA,CD-HIT
6873,478,pan,MA,CD-HIT
6886,478,pan,MA,CD-HIT
6796,478,pan,MA,CD-HIT
6947,478,pan,MA,CD-HIT
6845,478,pan,MA,CD-HIT
6875,478,pan,MA,CD-HIT
6804,478,pan,MA,CD-HIT
6874,478,pan,MA,CD-HIT
6765,478,pan,MA,CD-HIT
6964,546,pan,MA,CD-HIT
7024,546,pan,MA,CD-HIT
6980,546,pan,MA,CD-HIT
7077,546,pan,MA,CD-HIT
7061,546,pan,MA,CD-HIT
7012,546,pan,MA,CD-HIT
7013,546,pan,MA,CD-HIT
7043,546,pan,MA,CD-HIT
7083,546,pan,MA,CD-HIT
7008,546,pan,MA,CD-HIT
7027,546,pan,MA,CD-HIT
7056,546,pan,MA,CD-HIT
6973,546,pan,MA,CD-HIT
7013,546,pan,MA,CD-HIT
7063,546,pan,MA,CD-HIT
7045,546,pan,MA,CD-HIT
7027,546,pan,MA,CD-HIT
6987,546,pan,MA,CD-HIT
7035,546,pan,MA,CD-HIT
7078,546,pan,MA,CD-HIT
6992,546,pan,MA,CD-HIT
6994,546,pan,MA,CD-HIT
7057,546,pan,MA,CD-HIT
7023,546,pan,MA,CD-HIT
6936,546,pan,MA,CD-HIT
6992,546,pan,MA,CD-HIT
7038,546,pan,MA,CD-HIT
7034,546,pan,MA,CD-HIT
6997,546,pan,MA,CD-HIT
6998,546,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
7183,615,pan,MA,CD-HIT
1840,1,core,MA,BF-MCL
1921,1,core,MA,BF-MCL
1922,1,core,MA,BF-MCL
1882,1,core,MA,BF-MCL
1901,1,core,MA,BF-MCL
1879,1,core,MA,BF-MCL
1895,1,core,MA,BF-MCL
1928,1,core,MA,BF-MCL
1924,1,core,MA,BF-MCL
1877,1,core,MA,BF-MCL
1967,1,core,MA,BF-MCL
1875,1,core,MA,BF-MCL
1830,1,core,MA,BF-MCL
1896,1,core,MA,BF-MCL
1964,1,core,MA,BF-MCL
1931,1,core,MA,BF-MCL
1840,1,core,MA,BF-MCL
1885,1,core,MA,BF-MCL
1879,1,core,MA,BF-MCL
1830,1,core,MA,BF-MCL
2005,1,core,MA,BF-MCL
1842,1,core,MA,BF-MCL
1924,1,core,MA,BF-MCL
1996,1,core,MA,BF-MCL
1857,1,core,MA,BF-MCL
1864,1,core,MA,BF-MCL
1858,1,core,MA,BF-MCL
1831,1,core,MA,BF-MCL
1866,1,core,MA,BF-MCL
1971,1,core,MA,BF-MCL
1581,69,core,MA,BF-MCL
1571,69,core,MA,BF-MCL
1572,69,core,MA,BF-MCL
1574,69,core,MA,BF-MCL
1559,69,core,MA,BF-MCL
1568,69,core,MA,BF-MCL
1567,69,core,MA,BF-MCL
1572,69,core,MA,BF-MCL
1571,69,core,MA,BF-MCL
1557,69,core,MA,BF-MCL
1571,69,core,MA,BF-MCL
1583,69,core,MA,BF-MCL
1569,69,core,MA,BF-MCL
1576,69,core,MA,BF-MCL
1571,69,core,MA,BF-MCL
1567,69,core,MA,BF-MCL
1566,69,core,MA,BF-MCL
1565,69,core,MA,BF-MCL
1573,69,core,MA,BF-MCL
1572,69,core,MA,BF-MCL
1569,69,core,MA,BF-MCL
1575,69,core,MA,BF-MCL
1564,69,core,MA,BF-MCL
1566,69,core,MA,BF-MCL
1571,69,core,MA,BF-MCL
1578,69,core,MA,BF-MCL
1576,69,core,MA,BF-MCL
1559,69,core,MA,BF-MCL
1576,69,core,MA,BF-MCL
1568,69,core,MA,BF-MCL
1565,137,core,MA,BF-MCL
1560,137,core,MA,BF-MCL
1560,137,core,MA,BF-MCL
1571,137,core,MA,BF-MCL
1558,137,core,MA,BF-MCL
1562,137,core,MA,BF-MCL
1571,137,core,MA,BF-MCL
1565,137,core,MA,BF-MCL
1568,137,core,MA,BF-MCL
1575,137,core,MA,BF-MCL
1570,137,core,MA,BF-MCL
1568,137,core,MA,BF-MCL
1568,137,core,MA,BF-MCL
1567,137,core,MA,BF-MCL
1571,137,core,MA,BF-MCL
1574,137,core,MA,BF-MCL
1566,137,core,MA,BF-MCL
1577,137,core,MA,BF-MCL
1572,137,core,MA,BF-MCL
1563,137,core,MA,BF-MCL
1570,137,core,MA,BF-MCL
1571,137,core,MA,BF-MCL
1571,137,core,MA,BF-MCL
1563,137,core,MA,BF-MCL
1571,137,core,MA,BF-MCL
1574,137,core,MA,BF-MCL
1570,137,core,MA,BF-MCL
1574,137,core,MA,BF-MCL
1566,137,core,MA,BF-MCL
1563,137,core,MA,BF-MCL
1564,205,core,MA,BF-MCL
1568,205,core,MA,BF-MCL
1575,205,core,MA,BF-MCL
1572,205,core,MA,BF-MCL
1579,205,core,MA,BF-MCL
1570,205,core,MA,BF-MCL
1568,205,core,MA,BF-MCL
1575,205,core,MA,BF-MCL
1574,205,core,MA,BF-MCL
1573,205,core,MA,BF-MCL
1572,205,core,MA,BF-MCL
1570,205,core,MA,BF-MCL
1571,205,core,MA,BF-MCL
1568,205,core,MA,BF-MCL
1573,205,core,MA,BF-MCL
1576,205,core,MA,BF-MCL
1578,205,core,MA,BF-MCL
1573,205,core,MA,BF-MCL
1572,205,core,MA,BF-MCL
1567,205,core,MA,BF-MCL
1572,205,core,MA,BF-MCL
1576,205,core,MA,BF-MCL
1574,205,core,MA,BF-MCL
1573,205,core,MA,BF-MCL
1574,205,core,MA,BF-MCL
1575,205,core,MA,BF-MCL
1572,205,core,MA,BF-MCL
1570,205,core,MA,BF-MCL
1573,205,core,MA,BF-MCL
1575,205,core,MA,BF-MCL
1570,273,core,MA,BF-MCL
1568,273,core,MA,BF-MCL
1573,273,core,MA,BF-MCL
1573,273,core,MA,BF-MCL
1572,273,core,MA,BF-MCL
1568,273,core,MA,BF-MCL
1575,273,core,MA,BF-MCL
1572,273,core,MA,BF-MCL
1569,273,core,MA,BF-MCL
1572,273,core,MA,BF-MCL
1575,273,core,MA,BF-MCL
1575,273,core,MA,BF-MCL
1574,273,core,MA,BF-MCL
1570,273,core,MA,BF-MCL
1576,273,core,MA,BF-MCL
1570,273,core,MA,BF-MCL
1570,273,core,MA,BF-MCL
1572,273,core,MA,BF-MCL
1568,273,core,MA,BF-MCL
1570,273,core,MA,BF-MCL
1577,273,core,MA,BF-MCL
1573,273,core,MA,BF-MCL
1569,273,core,MA,BF-MCL
1576,273,core,MA,BF-MCL
1571,273,core,MA,BF-MCL
1573,273,core,MA,BF-MCL
1566,273,core,MA,BF-MCL
1572,273,core,MA,BF-MCL
1559,273,core,MA,BF-MCL
1563,273,core,MA,BF-MCL
1574,342,core,MA,BF-MCL
1577,342,core,MA,BF-MCL
1573,342,core,MA,BF-MCL
1575,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1574,342,core,MA,BF-MCL
1577,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1573,342,core,MA,BF-MCL
1572,342,core,MA,BF-MCL
1575,342,core,MA,BF-MCL
1571,342,core,MA,BF-MCL
1573,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1574,342,core,MA,BF-MCL
1575,342,core,MA,BF-MCL
1574,342,core,MA,BF-MCL
1578,342,core,MA,BF-MCL
1572,342,core,MA,BF-MCL
1573,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1575,342,core,MA,BF-MCL
1575,342,core,MA,BF-MCL
1577,342,core,MA,BF-MCL
1576,342,core,MA,BF-MCL
1574,342,core,MA,BF-MCL
1574,342,core,MA,BF-MCL
1570,342,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
1573,410,core,MA,BF-MCL
1574,410,core,MA,BF-MCL
1571,410,core,MA,BF-MCL
1571,410,core,MA,BF-MCL
1576,410,core,MA,BF-MCL
1573,410,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
1574,410,core,MA,BF-MCL
1575,410,core,MA,BF-MCL
1574,410,core,MA,BF-MCL
1573,410,core,MA,BF-MCL
1575,410,core,MA,BF-MCL
1577,410,core,MA,BF-MCL
1573,410,core,MA,BF-MCL
1576,410,core,MA,BF-MCL
1575,410,core,MA,BF-MCL
1576,410,core,MA,BF-MCL
1576,410,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
1574,410,core,MA,BF-MCL
1575,410,core,MA,BF-MCL
1572,410,core,MA,BF-MCL
