Genes,Strains,Type,Dataset,Method
8098,77,pan,Maela,Roary
8533,77,pan,Maela,Roary
9091,77,pan,Maela,Roary
7952,77,pan,Maela,Roary
8565,77,pan,Maela,Roary
7922,77,pan,Maela,Roary
8907,77,pan,Maela,Roary
8540,77,pan,Maela,Roary
7877,77,pan,Maela,Roary
8486,77,pan,Maela,Roary
7727,77,pan,Maela,Roary
8896,77,pan,Maela,Roary
8459,77,pan,Maela,Roary
7393,77,pan,Maela,Roary
8236,77,pan,Maela,Roary
8411,77,pan,Maela,Roary
8065,77,pan,Maela,Roary
8027,77,pan,Maela,Roary
8237,77,pan,Maela,Roary
9036,116,pan,Maela,Roary
8961,116,pan,Maela,Roary
9152,116,pan,Maela,Roary
8875,116,pan,Maela,Roary
10029,116,pan,Maela,Roary
9793,116,pan,Maela,Roary
9650,116,pan,Maela,Roary
9546,116,pan,Maela,Roary
9178,116,pan,Maela,Roary
10043,116,pan,Maela,Roary
9347,116,pan,Maela,Roary
10390,116,pan,Maela,Roary
10179,116,pan,Maela,Roary
9394,116,pan,Maela,Roary
9751,116,pan,Maela,Roary
9689,116,pan,Maela,Roary
9001,116,pan,Maela,Roary
9902,116,pan,Maela,Roary
9030,116,pan,Maela,Roary
8818,116,pan,Maela,Roary
9383,116,pan,Maela,Roary
10204,116,pan,Maela,Roary
8750,116,pan,Maela,Roary
9649,116,pan,Maela,Roary
9746,116,pan,Maela,Roary
10078,116,pan,Maela,Roary
9764,116,pan,Maela,Roary
9811,116,pan,Maela,Roary
10147,116,pan,Maela,Roary
9881,116,pan,Maela,Roary
10599,154,pan,Maela,Roary
10197,154,pan,Maela,Roary
10301,154,pan,Maela,Roary
9982,154,pan,Maela,Roary
9986,154,pan,Maela,Roary
10300,154,pan,Maela,Roary
10334,154,pan,Maela,Roary
9279,154,pan,Maela,Roary
9928,154,pan,Maela,Roary
10609,154,pan,Maela,Roary
10254,154,pan,Maela,Roary
10825,154,pan,Maela,Roary
10547,154,pan,Maela,Roary
10408,154,pan,Maela,Roary
10601,154,pan,Maela,Roary
10627,154,pan,Maela,Roary
10834,154,pan,Maela,Roary
10165,154,pan,Maela,Roary
9843,154,pan,Maela,Roary
10501,154,pan,Maela,Roary
10384,154,pan,Maela,Roary
9341,154,pan,Maela,Roary
10771,154,pan,Maela,Roary
10437,154,pan,Maela,Roary
10577,154,pan,Maela,Roary
10736,154,pan,Maela,Roary
9763,154,pan,Maela,Roary
9499,154,pan,Maela,Roary
9885,154,pan,Maela,Roary
10980,154,pan,Maela,Roary
10767,193,pan,Maela,Roary
11627,193,pan,Maela,Roary
11346,193,pan,Maela,Roary
10308,193,pan,Maela,Roary
11194,193,pan,Maela,Roary
11193,193,pan,Maela,Roary
11718,193,pan,Maela,Roary
10683,193,pan,Maela,Roary
10317,193,pan,Maela,Roary
11159,193,pan,Maela,Roary
11504,193,pan,Maela,Roary
10743,193,pan,Maela,Roary
10547,193,pan,Maela,Roary
10431,193,pan,Maela,Roary
10808,193,pan,Maela,Roary
11315,193,pan,Maela,Roary
10771,193,pan,Maela,Roary
11513,193,pan,Maela,Roary
10522,193,pan,Maela,Roary
11905,193,pan,Maela,Roary
10554,193,pan,Maela,Roary
10939,193,pan,Maela,Roary
10194,193,pan,Maela,Roary
11120,193,pan,Maela,Roary
10904,193,pan,Maela,Roary
11021,193,pan,Maela,Roary
12027,193,pan,Maela,Roary
10897,193,pan,Maela,Roary
10852,193,pan,Maela,Roary
11106,193,pan,Maela,Roary
11039,231,pan,Maela,Roary
11771,231,pan,Maela,Roary
11960,231,pan,Maela,Roary
12455,231,pan,Maela,Roary
12010,231,pan,Maela,Roary
12143,231,pan,Maela,Roary
12181,231,pan,Maela,Roary
11954,231,pan,Maela,Roary
11596,231,pan,Maela,Roary
12322,231,pan,Maela,Roary
11441,231,pan,Maela,Roary
11797,231,pan,Maela,Roary
11522,231,pan,Maela,Roary
11931,231,pan,Maela,Roary
10882,231,pan,Maela,Roary
10976,231,pan,Maela,Roary
12066,231,pan,Maela,Roary
11823,231,pan,Maela,Roary
11749,231,pan,Maela,Roary
11707,231,pan,Maela,Roary
11202,231,pan,Maela,Roary
11262,231,pan,Maela,Roary
11701,231,pan,Maela,Roary
11498,231,pan,Maela,Roary
12047,231,pan,Maela,Roary
11617,231,pan,Maela,Roary
11997,231,pan,Maela,Roary
11360,231,pan,Maela,Roary
11270,231,pan,Maela,Roary
11862,231,pan,Maela,Roary
12211,270,pan,Maela,Roary
12843,270,pan,Maela,Roary
12315,270,pan,Maela,Roary
12530,270,pan,Maela,Roary
12556,270,pan,Maela,Roary
12320,270,pan,Maela,Roary
11959,270,pan,Maela,Roary
12401,270,pan,Maela,Roary
12882,270,pan,Maela,Roary
12315,270,pan,Maela,Roary
12837,270,pan,Maela,Roary
12559,270,pan,Maela,Roary
12565,270,pan,Maela,Roary
12626,270,pan,Maela,Roary
12711,270,pan,Maela,Roary
11757,270,pan,Maela,Roary
12855,270,pan,Maela,Roary
12750,270,pan,Maela,Roary
12770,270,pan,Maela,Roary
12653,270,pan,Maela,Roary
12230,270,pan,Maela,Roary
12573,270,pan,Maela,Roary
12353,270,pan,Maela,Roary
12179,270,pan,Maela,Roary
12202,270,pan,Maela,Roary
12585,270,pan,Maela,Roary
12681,270,pan,Maela,Roary
12622,270,pan,Maela,Roary
11599,270,pan,Maela,Roary
12413,270,pan,Maela,Roary
13086,308,pan,Maela,Roary
12579,308,pan,Maela,Roary
13037,308,pan,Maela,Roary
12749,308,pan,Maela,Roary
12695,308,pan,Maela,Roary
13140,308,pan,Maela,Roary
12796,308,pan,Maela,Roary
12992,308,pan,Maela,Roary
12882,308,pan,Maela,Roary
13045,308,pan,Maela,Roary
13020,308,pan,Maela,Roary
13047,308,pan,Maela,Roary
13178,308,pan,Maela,Roary
13225,308,pan,Maela,Roary
12423,308,pan,Maela,Roary
13141,308,pan,Maela,Roary
13210,308,pan,Maela,Roary
13113,308,pan,Maela,Roary
13151,308,pan,Maela,Roary
12779,308,pan,Maela,Roary
13035,308,pan,Maela,Roary
12875,308,pan,Maela,Roary
12603,308,pan,Maela,Roary
12347,308,pan,Maela,Roary
13143,308,pan,Maela,Roary
13043,308,pan,Maela,Roary
13039,308,pan,Maela,Roary
13089,308,pan,Maela,Roary
13043,308,pan,Maela,Roary
12794,308,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
13438,347,pan,Maela,Roary
