Genes,Strains,Type,Dataset,Method
361,17,core,RefSeq,Roary
371,17,core,RefSeq,Roary
1245,17,core,RefSeq,Roary
369,17,core,RefSeq,Roary
388,17,core,RefSeq,Roary
1250,17,core,RefSeq,Roary
358,17,core,RefSeq,Roary
364,17,core,RefSeq,Roary
368,17,core,RefSeq,Roary
371,17,core,RefSeq,Roary
360,17,core,RefSeq,Roary
1237,17,core,RefSeq,Roary
360,17,core,RefSeq,Roary
377,17,core,RefSeq,Roary
369,17,core,RefSeq,Roary
392,17,core,RefSeq,Roary
365,17,core,RefSeq,Roary
372,17,core,RefSeq,Roary
354,17,core,RefSeq,Roary
359,17,core,RefSeq,Roary
358,17,core,RefSeq,Roary
353,19,core,RefSeq,Roary
368,19,core,RefSeq,Roary
355,19,core,RefSeq,Roary
368,19,core,RefSeq,Roary
358,19,core,RefSeq,Roary
1241,19,core,RefSeq,Roary
356,19,core,RefSeq,Roary
352,19,core,RefSeq,Roary
355,19,core,RefSeq,Roary
355,19,core,RefSeq,Roary
359,19,core,RefSeq,Roary
354,19,core,RefSeq,Roary
382,19,core,RefSeq,Roary
364,19,core,RefSeq,Roary
354,19,core,RefSeq,Roary
354,19,core,RefSeq,Roary
1266,19,core,RefSeq,Roary
357,19,core,RefSeq,Roary
380,19,core,RefSeq,Roary
357,19,core,RefSeq,Roary
354,19,core,RefSeq,Roary
1253,19,core,RefSeq,Roary
356,19,core,RefSeq,Roary
370,19,core,RefSeq,Roary
353,19,core,RefSeq,Roary
1271,19,core,RefSeq,Roary
354,19,core,RefSeq,Roary
367,19,core,RefSeq,Roary
1251,19,core,RefSeq,Roary
1247,19,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
1289,22,core,RefSeq,Roary
2095,1,pan,RefSeq,Roary
2117,1,pan,RefSeq,Roary
655,1,pan,RefSeq,Roary
2061,1,pan,RefSeq,Roary
2207,1,pan,RefSeq,Roary
2262,1,pan,RefSeq,Roary
2140,1,pan,RefSeq,Roary
2117,1,pan,RefSeq,Roary
2119,1,pan,RefSeq,Roary
2104,1,pan,RefSeq,Roary
2053,1,pan,RefSeq,Roary
2095,1,pan,RefSeq,Roary
2067,1,pan,RefSeq,Roary
2123,1,pan,RefSeq,Roary
2207,1,pan,RefSeq,Roary
2183,1,pan,RefSeq,Roary
2233,1,pan,RefSeq,Roary
2076,1,pan,RefSeq,Roary
2183,1,pan,RefSeq,Roary
2174,1,pan,RefSeq,Roary
2139,1,pan,RefSeq,Roary
2174,1,pan,RefSeq,Roary
2183,1,pan,RefSeq,Roary
2104,1,pan,RefSeq,Roary
2233,1,pan,RefSeq,Roary
2095,1,pan,RefSeq,Roary
2067,1,pan,RefSeq,Roary
2262,1,pan,RefSeq,Roary
2174,1,pan,RefSeq,Roary
2053,1,pan,RefSeq,Roary
2708,3,pan,RefSeq,Roary
2770,3,pan,RefSeq,Roary
2806,3,pan,RefSeq,Roary
2724,3,pan,RefSeq,Roary
2752,3,pan,RefSeq,Roary
2592,3,pan,RefSeq,Roary
2787,3,pan,RefSeq,Roary
2675,3,pan,RefSeq,Roary
2686,3,pan,RefSeq,Roary
2715,3,pan,RefSeq,Roary
2577,3,pan,RefSeq,Roary
2411,3,pan,RefSeq,Roary
2742,3,pan,RefSeq,Roary
2927,3,pan,RefSeq,Roary
2619,3,pan,RefSeq,Roary
2647,3,pan,RefSeq,Roary
2860,3,pan,RefSeq,Roary
2756,3,pan,RefSeq,Roary
2699,3,pan,RefSeq,Roary
2797,3,pan,RefSeq,Roary
2489,3,pan,RefSeq,Roary
2443,3,pan,RefSeq,Roary
2737,3,pan,RefSeq,Roary
2595,3,pan,RefSeq,Roary
2703,3,pan,RefSeq,Roary
2836,3,pan,RefSeq,Roary
2789,3,pan,RefSeq,Roary
2640,3,pan,RefSeq,Roary
2720,3,pan,RefSeq,Roary
2768,3,pan,RefSeq,Roary
3110,5,pan,RefSeq,Roary
2911,5,pan,RefSeq,Roary
3111,5,pan,RefSeq,Roary
2895,5,pan,RefSeq,Roary
3104,5,pan,RefSeq,Roary
3168,5,pan,RefSeq,Roary
2935,5,pan,RefSeq,Roary
3272,5,pan,RefSeq,Roary
3034,5,pan,RefSeq,Roary
3099,5,pan,RefSeq,Roary
3224,5,pan,RefSeq,Roary
3059,5,pan,RefSeq,Roary
3096,5,pan,RefSeq,Roary
2945,5,pan,RefSeq,Roary
3194,5,pan,RefSeq,Roary
2895,5,pan,RefSeq,Roary
2990,5,pan,RefSeq,Roary
2980,5,pan,RefSeq,Roary
3008,5,pan,RefSeq,Roary
3130,5,pan,RefSeq,Roary
2836,5,pan,RefSeq,Roary
2958,5,pan,RefSeq,Roary
3096,5,pan,RefSeq,Roary
3013,5,pan,RefSeq,Roary
2957,5,pan,RefSeq,Roary
3158,5,pan,RefSeq,Roary
3120,5,pan,RefSeq,Roary
2897,5,pan,RefSeq,Roary
3105,5,pan,RefSeq,Roary
3030,5,pan,RefSeq,Roary
3363,8,pan,RefSeq,Roary
3497,8,pan,RefSeq,Roary
3438,8,pan,RefSeq,Roary
3431,8,pan,RefSeq,Roary
3454,8,pan,RefSeq,Roary
3609,8,pan,RefSeq,Roary
3584,8,pan,RefSeq,Roary
3478,8,pan,RefSeq,Roary
3232,8,pan,RefSeq,Roary
3377,8,pan,RefSeq,Roary
3728,8,pan,RefSeq,Roary
3490,8,pan,RefSeq,Roary
3332,8,pan,RefSeq,Roary
3539,8,pan,RefSeq,Roary
3388,8,pan,RefSeq,Roary
3485,8,pan,RefSeq,Roary
3700,8,pan,RefSeq,Roary
3516,8,pan,RefSeq,Roary
3159,8,pan,RefSeq,Roary
3468,8,pan,RefSeq,Roary
3463,8,pan,RefSeq,Roary
3368,8,pan,RefSeq,Roary
3556,8,pan,RefSeq,Roary
3456,8,pan,RefSeq,Roary
3512,8,pan,RefSeq,Roary
3322,8,pan,RefSeq,Roary
3286,8,pan,RefSeq,Roary
3495,8,pan,RefSeq,Roary
3509,8,pan,RefSeq,Roary
3540,8,pan,RefSeq,Roary
3504,10,pan,RefSeq,Roary
3544,10,pan,RefSeq,Roary
3713,10,pan,RefSeq,Roary
3746,10,pan,RefSeq,Roary
3638,10,pan,RefSeq,Roary
3676,10,pan,RefSeq,Roary
3834,10,pan,RefSeq,Roary
3563,10,pan,RefSeq,Roary
3815,10,pan,RefSeq,Roary
3452,10,pan,RefSeq,Roary
3652,10,pan,RefSeq,Roary
3934,10,pan,RefSeq,Roary
3569,10,pan,RefSeq,Roary
3426,10,pan,RefSeq,Roary
3596,10,pan,RefSeq,Roary
3506,10,pan,RefSeq,Roary
3597,10,pan,RefSeq,Roary
3751,10,pan,RefSeq,Roary
3627,10,pan,RefSeq,Roary
3776,10,pan,RefSeq,Roary
3519,10,pan,RefSeq,Roary
3594,10,pan,RefSeq,Roary
3668,10,pan,RefSeq,Roary
3693,10,pan,RefSeq,Roary
3634,10,pan,RefSeq,Roary
3558,10,pan,RefSeq,Roary
3446,10,pan,RefSeq,Roary
3519,10,pan,RefSeq,Roary
3599,10,pan,RefSeq,Roary
3525,10,pan,RefSeq,Roary
3638,12,pan,RefSeq,Roary
3909,12,pan,RefSeq,Roary
3841,12,pan,RefSeq,Roary
3909,12,pan,RefSeq,Roary
4004,12,pan,RefSeq,Roary
3743,12,pan,RefSeq,Roary
3997,12,pan,RefSeq,Roary
3787,12,pan,RefSeq,Roary
3916,12,pan,RefSeq,Roary
3566,12,pan,RefSeq,Roary
3875,12,pan,RefSeq,Roary
3823,12,pan,RefSeq,Roary
4103,12,pan,RefSeq,Roary
3683,12,pan,RefSeq,Roary
4006,12,pan,RefSeq,Roary
3778,12,pan,RefSeq,Roary
4010,12,pan,RefSeq,Roary
3560,12,pan,RefSeq,Roary
3891,12,pan,RefSeq,Roary
3844,12,pan,RefSeq,Roary
3927,12,pan,RefSeq,Roary
3950,12,pan,RefSeq,Roary
3858,12,pan,RefSeq,Roary
4090,12,pan,RefSeq,Roary
3992,12,pan,RefSeq,Roary
3860,12,pan,RefSeq,Roary
4098,12,pan,RefSeq,Roary
3705,12,pan,RefSeq,Roary
3676,12,pan,RefSeq,Roary
3672,12,pan,RefSeq,Roary
4107,15,pan,RefSeq,Roary
4157,15,pan,RefSeq,Roary
3951,15,pan,RefSeq,Roary
4050,15,pan,RefSeq,Roary
4110,15,pan,RefSeq,Roary
3965,15,pan,RefSeq,Roary
4245,15,pan,RefSeq,Roary
4039,15,pan,RefSeq,Roary
4242,15,pan,RefSeq,Roary
4105,15,pan,RefSeq,Roary
4099,15,pan,RefSeq,Roary
4285,15,pan,RefSeq,Roary
4094,15,pan,RefSeq,Roary
4079,15,pan,RefSeq,Roary
3975,15,pan,RefSeq,Roary
3883,15,pan,RefSeq,Roary
4194,15,pan,RefSeq,Roary
3864,15,pan,RefSeq,Roary
3848,15,pan,RefSeq,Roary
3986,15,pan,RefSeq,Roary
4158,15,pan,RefSeq,Roary
4083,15,pan,RefSeq,Roary
4123,15,pan,RefSeq,Roary
3856,15,pan,RefSeq,Roary
4054,15,pan,RefSeq,Roary
4208,15,pan,RefSeq,Roary
4041,15,pan,RefSeq,Roary
4026,15,pan,RefSeq,Roary
3925,15,pan,RefSeq,Roary
4113,15,pan,RefSeq,Roary
4279,17,pan,RefSeq,Roary
4324,17,pan,RefSeq,Roary
4227,17,pan,RefSeq,Roary
4310,17,pan,RefSeq,Roary
4065,17,pan,RefSeq,Roary
4038,17,pan,RefSeq,Roary
4267,17,pan,RefSeq,Roary
4306,17,pan,RefSeq,Roary
4056,17,pan,RefSeq,Roary
3976,17,pan,RefSeq,Roary
4206,17,pan,RefSeq,Roary
4333,17,pan,RefSeq,Roary
4181,17,pan,RefSeq,Roary
4299,17,pan,RefSeq,Roary
4283,17,pan,RefSeq,Roary
4206,17,pan,RefSeq,Roary
4053,17,pan,RefSeq,Roary
4251,17,pan,RefSeq,Roary
4180,17,pan,RefSeq,Roary
4341,17,pan,RefSeq,Roary
4293,17,pan,RefSeq,Roary
4050,17,pan,RefSeq,Roary
4235,17,pan,RefSeq,Roary
4353,17,pan,RefSeq,Roary
4190,17,pan,RefSeq,Roary
4086,17,pan,RefSeq,Roary
4238,17,pan,RefSeq,Roary
4075,17,pan,RefSeq,Roary
4295,17,pan,RefSeq,Roary
4245,17,pan,RefSeq,Roary
4262,19,pan,RefSeq,Roary
4415,19,pan,RefSeq,Roary
4288,19,pan,RefSeq,Roary
4325,19,pan,RefSeq,Roary
4336,19,pan,RefSeq,Roary
4365,19,pan,RefSeq,Roary
4378,19,pan,RefSeq,Roary
4291,19,pan,RefSeq,Roary
4249,19,pan,RefSeq,Roary
4283,19,pan,RefSeq,Roary
4281,19,pan,RefSeq,Roary
4358,19,pan,RefSeq,Roary
4432,19,pan,RefSeq,Roary
4342,19,pan,RefSeq,Roary
4317,19,pan,RefSeq,Roary
4230,19,pan,RefSeq,Roary
4288,19,pan,RefSeq,Roary
4142,19,pan,RefSeq,Roary
4433,19,pan,RefSeq,Roary
4461,19,pan,RefSeq,Roary
4409,19,pan,RefSeq,Roary
4152,19,pan,RefSeq,Roary
4219,19,pan,RefSeq,Roary
4330,19,pan,RefSeq,Roary
4341,19,pan,RefSeq,Roary
4232,19,pan,RefSeq,Roary
4375,19,pan,RefSeq,Roary
4392,19,pan,RefSeq,Roary
4331,19,pan,RefSeq,Roary
4290,19,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
4512,22,pan,RefSeq,Roary
