Strains,Type,Genes
77,pan,3772
77,pan,3526
77,pan,3550
77,pan,3116
77,pan,3398
77,pan,3370
116,pan,3555
116,pan,3371
116,pan,3425
116,pan,3217
116,pan,3462
116,pan,3700
116,pan,3660
116,pan,3261
116,pan,3514
116,pan,3653
116,pan,3714
116,pan,3335
116,pan,3444
116,pan,3599
116,pan,3366
116,pan,3560
116,pan,3600
116,pan,3648
116,pan,3318
116,pan,3537
116,pan,3971
116,pan,3572
116,pan,3504
116,pan,3411
116,pan,3198
116,pan,3081
116,pan,3480
116,pan,3383
116,pan,3368
116,pan,3483
154,pan,3855
154,pan,4012
154,pan,3914
154,pan,3785
154,pan,3583
154,pan,3848
154,pan,3935
154,pan,3303
154,pan,3897
154,pan,3857
154,pan,3892
154,pan,3970
154,pan,3417
154,pan,3848
154,pan,3757
154,pan,3142
154,pan,3503
154,pan,3592
154,pan,3595
154,pan,3552
154,pan,3469
154,pan,4025
154,pan,3768
154,pan,3615
154,pan,3553
154,pan,3973
154,pan,3534
154,pan,3928
154,pan,3804
154,pan,3631
193,pan,3824
193,pan,3536
193,pan,3637
193,pan,3947
193,pan,3548
193,pan,3766
193,pan,3404
193,pan,3867
193,pan,3970
193,pan,3955
193,pan,4063
193,pan,3492
193,pan,3480
193,pan,3738
193,pan,3827
193,pan,3786
193,pan,3842
193,pan,3856
193,pan,3954
193,pan,3909
193,pan,3944
193,pan,3973
193,pan,4026
193,pan,3915
193,pan,4010
193,pan,3666
193,pan,3989
193,pan,3798
193,pan,4069
193,pan,3665
231,pan,4026
231,pan,4048
231,pan,4049
231,pan,4022
231,pan,4112
231,pan,4019
231,pan,3891
231,pan,3686
231,pan,3959
231,pan,3690
231,pan,4006
231,pan,4074
231,pan,3975
231,pan,4098
231,pan,3875
231,pan,4073
231,pan,3900
231,pan,3992
231,pan,4169
231,pan,3944
231,pan,4065
231,pan,4091
231,pan,4182
231,pan,4011
231,pan,3808
231,pan,4038
231,pan,3836
231,pan,3950
231,pan,4171
231,pan,3858
270,pan,4105
270,pan,4269
270,pan,3858
270,pan,4190
270,pan,4021
270,pan,4064
270,pan,4127
270,pan,3939
270,pan,3852
270,pan,4216
270,pan,3855
270,pan,3995
270,pan,4025
270,pan,4027
270,pan,4092
270,pan,3970
270,pan,4169
270,pan,4062
270,pan,4186
270,pan,4013
270,pan,4112
270,pan,3758
270,pan,4167
270,pan,4193
270,pan,4119
270,pan,4177
270,pan,3913
270,pan,4216
270,pan,4142
270,pan,3965
308,pan,4255
308,pan,4109
308,pan,4233
308,pan,4269
308,pan,4256
308,pan,4280
308,pan,4242
308,pan,4196
308,pan,4249
308,pan,4228
308,pan,4254
308,pan,4273
308,pan,4239
308,pan,4155
308,pan,4120
308,pan,4222
308,pan,4015
308,pan,4012
308,pan,4259
308,pan,4220
308,pan,4272
308,pan,3854
308,pan,4229
308,pan,3995
308,pan,4244
308,pan,4231
308,pan,4146
308,pan,4257
308,pan,4254
308,pan,4215
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
347,pan,4284
