Strains,Type,Genes
1,pan,1990
1,pan,1984
1,pan,2120
1,pan,1927
1,pan,2080
1,pan,2038
1,pan,1931
1,pan,1986
1,pan,2028
1,pan,1953
1,pan,1998
1,pan,1919
1,pan,1993
1,pan,2081
1,pan,2050
39,pan,4079
39,pan,4013
39,pan,4153
39,pan,3986
39,pan,3904
39,pan,3953
39,pan,3977
39,pan,3950
39,pan,4230
39,pan,3909
39,pan,4061
39,pan,4299
39,pan,4290
39,pan,4207
39,pan,3979
39,pan,3920
39,pan,4057
39,pan,4138
39,pan,4120
39,pan,4166
39,pan,4069
39,pan,4298
39,pan,3970
39,pan,4135
39,pan,4280
39,pan,4155
39,pan,4077
39,pan,4242
39,pan,3947
39,pan,4014
78,pan,4692
78,pan,4353
78,pan,4535
78,pan,4658
78,pan,4515
78,pan,4685
78,pan,4537
78,pan,4588
78,pan,4629
78,pan,4474
78,pan,4433
78,pan,4592
78,pan,4458
78,pan,4383
78,pan,4575
78,pan,4539
78,pan,4619
78,pan,4567
78,pan,4646
78,pan,4550
78,pan,4460
78,pan,4576
78,pan,4571
78,pan,4537
78,pan,4663
78,pan,4619
78,pan,4367
78,pan,4538
78,pan,4561
78,pan,4502
117,pan,4825
117,pan,4942
117,pan,4969
117,pan,4815
117,pan,4738
117,pan,4983
117,pan,4750
117,pan,4973
117,pan,4768
117,pan,4885
117,pan,5006
117,pan,4848
117,pan,4822
117,pan,4917
117,pan,4789
117,pan,4885
117,pan,5013
117,pan,4684
117,pan,4830
117,pan,4872
117,pan,4627
117,pan,4734
117,pan,4956
117,pan,4782
117,pan,4874
117,pan,4951
117,pan,4776
117,pan,4641
117,pan,4863
117,pan,4919
155,pan,5106
155,pan,5102
155,pan,4974
155,pan,5093
155,pan,4994
155,pan,5068
155,pan,5144
155,pan,5212
155,pan,5132
155,pan,5026
155,pan,4957
155,pan,5084
155,pan,4990
155,pan,5184
155,pan,5091
155,pan,4972
155,pan,5029
155,pan,5071
155,pan,5017
155,pan,5076
155,pan,5069
155,pan,5032
155,pan,5028
155,pan,5128
155,pan,4984
155,pan,5086
155,pan,5217
155,pan,5128
155,pan,5137
155,pan,5011
194,pan,5262
194,pan,5098
194,pan,5238
194,pan,5250
194,pan,5330
194,pan,5233
194,pan,5387
194,pan,5368
194,pan,5351
194,pan,5262
194,pan,5247
194,pan,5275
194,pan,5274
194,pan,5237
194,pan,5291
194,pan,5279
194,pan,5271
194,pan,5141
194,pan,5279
194,pan,5276
194,pan,5364
194,pan,5364
194,pan,5340
194,pan,5337
194,pan,5222
194,pan,5284
194,pan,5242
194,pan,5277
194,pan,5205
194,pan,5123
233,pan,5484
233,pan,5351
233,pan,5480
233,pan,5532
233,pan,5507
233,pan,5562
233,pan,5581
233,pan,5466
233,pan,5481
233,pan,5598
233,pan,5525
233,pan,5432
233,pan,5501
233,pan,5508
233,pan,5403
233,pan,5423
233,pan,5395
233,pan,5258
233,pan,5596
233,pan,5481
233,pan,5363
233,pan,5492
233,pan,5454
233,pan,5432
233,pan,5492
233,pan,5543
233,pan,5405
233,pan,5560
233,pan,5495
233,pan,5364
271,pan,5656
271,pan,5603
271,pan,5585
271,pan,5566
271,pan,5591
271,pan,5592
271,pan,5745
271,pan,5695
271,pan,5529
271,pan,5659
271,pan,5522
271,pan,5481
271,pan,5646
271,pan,5609
271,pan,5552
271,pan,5639
271,pan,5679
271,pan,5651
271,pan,5614
271,pan,5642
271,pan,5626
271,pan,5582
271,pan,5656
271,pan,5626
271,pan,5534
271,pan,5653
271,pan,5547
271,pan,5690
271,pan,5598
271,pan,5651
310,pan,5652
310,pan,5775
310,pan,5717
310,pan,5743
310,pan,5768
310,pan,5739
310,pan,5763
310,pan,5676
310,pan,5640
310,pan,5790
310,pan,5684
310,pan,5796
310,pan,5777
310,pan,5661
310,pan,5746
310,pan,5664
310,pan,5742
310,pan,5719
310,pan,5753
310,pan,5802
310,pan,5774
310,pan,5626
310,pan,5729
310,pan,5749
310,pan,5695
310,pan,5750
310,pan,5740
310,pan,5812
310,pan,5671
310,pan,5758
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
349,pan,5878
